rf_id,or_name,exec_dt,ack_dt
249200503,"BRONCUS TECHNOLOGIES, INC.",2003-12-26,
249330195,ROBERT BOSCH GMBH,2010-09-02,
249410129,HOWMEDICA OSTEONICS CORP.,2010-08-10,
249420210,"BRUINSMA, JOHANNES",2010-09-01,
249420210,"DALVI, CRISTIANO",2010-09-01,
249420210,"LAMEGO, MARCELO",2010-09-01,
249460788,HEMASURE HOLDING A/S,2005-10-21,
249510025,"LOCKWOOD, DAVID JAMES",2009-04-11,
249530728,"INTUITIVE SURGICAL, INC.",2010-02-19,
249730523,"ENDOVASCULAR TECHNOLOGIES, INC.",2006-10-02,
249730536,ABBOTT LABORATORIES,2006-10-17,
249730541,"BOSTON SCIENTIFIC SCIMED, INC.",2006-10-18,
249820425,"KERR, MARSHALL",2010-09-10,
249820425,"VAILLANCOURT, MICHAEL",2010-08-23,
249990008,"KANZ, WILLIAM RUSSELL",2010-09-09,
250000238,"NEUDECKER, BIRGIT",2010-08-31,
250000238,"WIELAND, EBERHARD",2010-08-23,
250000238,"DIEDRICH, FALKO",2010-08-31,
250000282,SCHNEIDER (EUROPE) GMBH,2010-09-16,
250000287,"PCR TECHNOLOGY HOLDINGS, LC",2010-08-31,
250030291,RESEARCH IN MOTION CORPORATION,2010-09-15,
250080875,ALLEN TELECOM LLC,2010-09-20,
250080880,"ICHINO, TED, MR.",2010-09-09,
250090168,"BRONCUS TECHNOLOGIES, INC.",2003-12-26,
250090669,RESEARCH IN MOTION CORPORATION,2010-09-01,
250090685,RESEARCH IN MOTION UK LIMITED,2010-08-31,
250090697,"CAI, ZHIJUN",2010-08-30,
250090697,"WOMACK, JAMES EARL",2010-09-07,
250090705,"YU, YI",2010-08-30,
250090710,"SUZUKI, TAKASHI",2010-08-30,
250090740,RESEARCH IN MOTION JAPAN LIMITED,2010-09-01,
250200546,"HITZKE, GEORGIA",2010-08-17,
250200546,"PICKETT, KATHLEEN",2010-08-19,
250200546,"GKANATSIOS, NIKOLAOS",2010-08-31,
250200546,"DEFREITAS, KEN",2010-08-23,
250200546,"FARBIZIO, TOM",2010-08-19,
250200546,"GIRGENTI, JOHN",2010-08-19,
250200546,"STANGO, TIM",2010-08-19,
250250095,"AL-ALI, AMMAR",2010-09-15,
250250095,"ABDUL-HAFIZ, YASSIR",2010-09-15,
250250095,"YANG, ERIC",2010-09-15,
250260153,"ESCALON VASCULAR IP HOLDING, INC.",2010-04-30,
250370273,STRYKER INSTRUMENTS,2010-09-01,
250370695,"CHIN, CHEN HO",2010-07-30,
250370695,"BURBIDGE, RICHARD CHARLES",2010-08-24,
250390638,ST. JUDE MEDICAL PUERTO RICO B.V.,2007-12-28,
250420496,TM BIOSCIENCE CORPORATION,2007-03-01,
250470378,VITROLIFE AB,2010-09-06,
250510194,"EUPHONIX, INC.",2010-09-27,
250510263,STRYKER INSTRUMENTS,2010-09-01,
250510698,EMC CORPORATION,2010-09-28,
250560830,"FOUNDRY NETWORKS, LLC",2010-09-28,
250630053,"CARRUTHERS, J. DONALD",2010-01-06,
250630053,"BOGGS, KARL",2010-01-05,
250630053,"WANG, LUPING",2010-01-04,
250630053,"WILSON, SHAUN",2010-04-26,
250630053,"ARNO, JOSE I.",2009-12-30,
250630053,"MARGANSKI, PAUL J.",2010-01-08,
250630053,"BILODEAU, STEVEN M.",2010-08-19,
250630053,"ZOU, PENG",2010-02-09,
250630053,"BOBITA, BRIAN",2010-09-25,
250630053,"SWEENEY, JOSEPH D.",2010-01-05,
250630053,"EDWARDS, DOUGLAS",2010-01-05,
250740820,"REVOLUTIONARY SURGICAL DEVICE, LLC",2010-07-22,
250770192,EPPENDORF AG,2010-08-27,
250770192,EPPENDORF ARRAY TECHNOLOGIES S.A.,2010-08-30,
250770958,"RAPOPORT, URI",2010-10-03,
250840976,"RAPOPORT, URI",2010-10-04,
250850772,"PIVIT HITCH, INC.",2007-07-03,
251010274,"MATHIALAGAN, NAGAPPAN",2010-09-20,
251010274,"MCGRATH, MICHAEL F.",2010-09-21,
251100410,"KRISHNASWAMY, SARATH",2010-10-06,
251100410,"GUINEY, PATRICK",2010-10-07,
251230990,"GREENE, MATTHEW R.",2010-09-20,
251230990,"SMTIH, WAYNE E.",2010-09-20,
251260236,"FOUNDRY NETWORKS, LLC",2010-10-11,
251280065,"THROWER, JAMES PATRICK",2010-10-04,
251280488,"FOUNDRY NETWORKS, LLC",2010-10-11,
251450668,"SHEN, WANG",2009-07-22,
251450668,"OSLOB, JOHAN D.",2009-07-31,
251450668,"BARR, KENNETH",2009-07-22,
251460258,"HERSEY METERS CO., LLC",2010-10-15,
251540878,"MILBAR, MAREK",2010-10-12,
251600337,"CAMPBELL, CHARLES E.",2010-10-12,
251600337,"CHEN, LI",2010-10-08,
251600337,"ZHAO, HUAWEI",2010-10-06,
251600337,"CHERNYAK, DIMITRI",2010-10-06,
251840125,"SUNESIS PHARMACEUTICALS, INC.",2010-10-12,
251870340,RESEARCH IN MOTION CORPORATION,2010-10-20,
251870494,RESEARCH IN MOTION UK LIMITED,2010-10-20,
251990580,"ESCALON VASCULAR IP HOLDING, INC.",2010-04-30,
252020345,"JOHNSON, STEVEN ANDREW",2010-10-19,
252020345,"DILLON, ROBERT MICHAEL",2010-10-19,
252020345,"CHALMERS, HARVEY",2010-10-20,
252040552,"RADIUS MEDICAL TECHNOLOGIES, INC.",2010-10-18,
252180612,"HEO, YOUN HYOUNG",2010-07-09,
252180612,"EARNSHAW, ANDREW MARK",2010-05-27,
252180612,"FONG, MO-HAN",2010-09-24,
252210749,RESEARCH IN MOTION UK LIMITED,2010-09-30,
252260484,"DIEBOLT INTERNATIONAL, INC.",2010-11-01,
253080618,E-PRO SERVICES PTY. LTD.,2006-09-18,
253080628,"AMARASINGHE, AMAL SHIRLEY",2006-09-20,
253080628,"FU, TIMOTHY TSUN-FAI",2006-09-20,
253080628,"LITHGOW, PERRY DAVID",2006-09-20,
253080633,"SAADA, JIM",2006-09-18,
253100746,"ROBINSON, PAUL WILLIAM",2010-10-30,
253100750,"ROBINSON, PAUL WILLIAM",2010-10-30,
253420841,"MAHLER, SEBASTIAN",2010-11-08,
253500226,"DIEBOLT INTERNATIONAL, INC.",2010-11-12,
253500943,"RIVERSIDE TECHNOLOGIES, INC.",2010-11-03,
253790918,"DELLOSTRITTO, JAMES J.",2010-11-15,
253860938,COREL INCORPORATED,2010-11-15,
253870003,COREL TW CORPORATION,2010-11-15,
253870045,COREL TW CORPORATION,2010-11-15,
253930576,BASF CATALYSTS LLC,2010-04-01,
254020645,"TRICIPHER, INC.",2010-11-30,
254040588,COREL INCORPORATED,2010-11-22,
254040624,COREL INCORPORATED,2010-11-22,
254070003,BASF CATALYSTS LLC,2010-04-01,
254210563,"MINDSPEED TECHNOLOGIES, INC.",2010-09-16,
254250816,"LUCAS, DAVID M.",2008-08-22,
254250816,"AMARASEKERA, SUGATH",2008-08-25,
254250816,"NARASIMHAN, DAVE",2008-08-22,
254250816,"KUNG, ADELINE AI LIN",2010-11-25,
254280217,"CONEXANT SYSTEMS, INC.",2010-03-05,
254280315,AGRANAT IP LICENSING LLC,2010-09-08,
254400626,"MURRAY, ANDREW CHARLES",2010-11-16,
254510597,"JOHNSON & JOHNSON PHARMACEUTICAL RESEARCH & DEVELOPMENT, L.L.C.",2010-11-12,
254580384,KIRIN-AMGEN,2010-11-22,
254600805,"HERREGRAVEN, MARC M.",2007-10-09,
254600949,"SANDSTROM, PAUL EDWARD",2007-10-11,
254660524,"MAIBAUM, FELIX",2009-07-28,
254660524,"BUNYK, PAUL",2009-09-25,
254710750,"JOHNSON, STANLEY P., MR.",2008-12-08,
254710841,"JOHNSON THREAD-VIEW SYSTEMS, LLC",2010-11-24,
254760777,"PTACIN, JEROD L.",2002-01-17,
254880206,"BROCKWAY, BRIAN",2010-09-28,
254880206,"BUNTE, ALAN",2010-09-29,
254880206,"VAN WAGONER, CHRISTIE J.",2010-09-30,
254880206,"TAYLOR, SIMON",2010-09-30,
254880206,"MULLER, MARCUS S.",2010-10-05,
254880206,"PRAHLAD, ANAND",2010-10-05,
254880206,"DEMENO, RANDY",2010-09-28,
254890112,"HILL-ROM INTERNATIONAL, INC.",2000-02-29,
254910795,"WOOLEY, C. BENJAMIN",2010-11-10,
254910795,"HAYWOOD, JAMES W.",2010-11-10,
254910795,"CLARK, RONALD",2010-11-12,
254910795,"KARKKAINEN, THOMAS",2010-11-17,
254910795,"NEADLE, SUSAN W.",2010-11-10,
254910795,"HICKSON-CURRAN, SHEILA B.",2010-11-15,
254920853,"PTACIN, JEROD L.",2002-01-17,
254940300,"TRYMEDIA SYSTEMS, INC.",2006-05-05,
254950497,MACROVISION CORPORATION,2008-04-01,
254960431,"PTACIN, JEROD L.",2002-01-17,
254970800,"TORRUBIA-SAEZ, ANDRES",1999-06-30,
254990835,"KWOK, PHILIP RODNEY",2006-07-21,
254990835,"GUNEY, MEMDUH",2006-07-25,
254990835,"LITHGOW, PERRY DAVID",2006-07-25,
254990835,"DARKIN, DONALD",2006-08-01,
254990835,"LYNCH, SUSAN ROBYN",2006-07-25,
254990835,"HITCHCOCK, ROBIN GARTH",2006-07-25,
254990835,"VELISS, LEE JAMES",2006-07-21,
254990900,"SOKOLOV, RICHARD",2006-08-20,
255030461,"BREWER, JACK G.",2010-11-17,
255030461,"SHROYER, STEVEN L.",2010-12-14,
255030461,"FRUIT, DARREL B.",2010-11-19,
255030461,"FRUIT, DARREL G.",2010-11-17,
255120089,BASF CATALYSTS LLC,2010-04-01,
255170937,"BRACKEN, MARC",2010-11-08,
255180110,ECHOLOGICS ENGINEERING INC.,2010-11-08,
255180297,"BRACKEN, MARC",2010-11-08,
255180330,ECHOLOGICS ENGINEERING INC.,2010-11-08,
255290955,"MILES, PATRICK",2005-04-11,
255290955,"MARTINELLI, SCOT",2005-04-05,
255290955,"FINLEY, ERIC",2005-04-28,
255290955,"GHARIB, JAMES",2005-04-11,
255290955,"FARQUHAR, ALLEN",2005-04-05,
255290955,"KAULA, NORBERT",2004-03-26,
255290955,"MEDEIROS, GORETTI",2004-04-07,
255340637,"DWYER, JOHANNA LISA",2010-11-03,
255600364,"CARPENTER, PAUL MARCUS",2010-11-03,
255720359,"M&D RP, L.L.C.",2010-12-21,
255720399,"MELLOTT, MARK",2006-06-23,
255720399,"BENDER, BRIAN",2006-06-13,
255720399,"ZOSCHG, RYAN",2006-06-23,
255720399,"SNYDER, ANDREW",2006-06-14,
255720399,"KARATASSOS, HARRY",2006-06-19,
255720399,"LEHOTAY, PETER",2006-06-19,
255780568,"LAFLAMME, BENOIT",2010-12-07,
255780568,"BROCHU, CHRISTIAN",2010-12-07,
255900164,"GEL PRODUCTS, INC.",2010-11-30,
255970067,"RENN, MICHAEL J.",2006-05-11,
255970067,"KING, BRUCE H.",2006-04-03,
255970067,"ESSIEN, MARCELINO",2006-04-03,
255970067,"MARQUEZ, GREGORY J.",2006-04-03,
255970088,SOMANETICS LLC,2010-09-27,
255970378,CFD RESEARCH CORPORATION,2006-08-30,
255980194,"JOHNSON THREAD-VIEW SYSTEMS, LLC",2010-11-24,
256050015,"POEZE, JEROEN",2010-12-06,
256050015,"BRUINSMA, JOHANNES",2010-12-06,
256050015,"LAMEGO, MARCELO",2010-12-06,
256170067,"JOHNSON, STEVEN A.",2010-10-19,
256170067,"IANNUZZELLI, RUSSELL",2010-12-03,
256170067,"CHALMERS, HARVEY",2010-12-02,
256170067,"BALASUBRABRAMANIAN, MUTHU G.",2010-12-03,
256170067,"MATTSON, STEPHEN D.",2010-12-09,
256170067,"D'ANGELO, JOSEPH F.",2010-12-09,
256170067,"SHULDINER, ALBERT D.",2010-11-02,
256170067,"WARRIER, GIRISH K.",2010-11-02,
256170067,"DETWEILER, JEFFREY R",2010-12-09,
256240160,"SAADA, JIM",2007-03-26,
256280508,E-PRO SERVICES PTY LTD,2007-03-26,
256470986,"TERENTIEV, ALEXANDRE N.",2003-04-30,
256480107,"TERENTIEV, ALEXANDRE N.",2005-01-11,
256480107,"TERENTYEV, SERGEY",2005-01-11,
256550448,"GREEN, PHILIP S.",2010-12-27,
256560006,"JOHNSON, STANLEY P., MR.",2008-12-10,
256560022,"ZAGORSKY, LAWRENCE J, MR.",2009-12-20,
256620688,"LAFLAMME, BENOIT",2010-12-07,
256620688,"BROCHU, CHRISTIAN",2010-12-07,
256630476,SPECTRA-PHYSICS ROCHESTER INC.,2003-12-18,
256700690,"DEMOGRAFX, INC.",2003-06-05,
256700790,"DEMOGRAFX, INC.",2003-06-05,
256700872,"DEMOGRAFX, INC.",2003-06-05,
256710001,"DEMOGRAFX, INC.",2003-06-05,
256710108,"DEMOGRAFX, INC.",2003-06-05,
256710212,"DEMOGRAFX, INC.",2003-06-05,
256710277,"DOLBY LABORATORIES, INC.",2003-09-05,
256710320,"DOLBY LABORATORIES, INC.",2003-09-05,
256710358,"DOLBY LABORATORIES, INC.",2003-09-05,
256710402,"DOLBY LABORATORIES, INC.",2003-09-05,
256710491,"DOLBY LABORATORIES, INC.",2003-09-05,
256710612,"DOLBY LABORATORIES, INC.",2003-09-05,
256840244,"BECKER, DAVID T.",2011-01-18,
256840244,"HOPPER, CHRISTOPHER J.",2011-01-24,
256840244,"HAYES, MICHAEL J.",2011-01-13,
256840244,"MAYORAS, RICHARD C., JR.",2011-01-19,
256850719,"JOHNSON, STEVEN A.",2010-10-19,
256850719,"IANNUZZELLI, RUSSELL",2010-12-03,
256850719,"CHALMERS, HARVEY",2010-12-02,
256850719,"BALASUBRAMANIAN, MUTHU G.",2010-12-03,
256850719,"MATTSON, STEPHEN D.",2010-12-09,
256850719,"D'ANGELO, JOSEPH F.",2010-12-09,
256850719,"SHULDINER, ALBERT D.",2010-12-02,
256850719,"WARRIER, GIRISH K.",2010-11-02,
256850719,"DETWEILER, JEFFREY R",2010-12-09,
256880831,"KROEGER, BRIAN W.",2011-01-24,
256900906,"MINICA, STUART",2011-01-20,
256910276,"POEZE, JEROEN",2011-01-20,
256910276,"CHEN, JESSE",2011-01-20,
256910276,"PAUL, MATHEW",2011-01-20,
256910276,"LAMEGO, MARCELO",2011-01-20,
256910276,"KIANI, MASSI JOE E.",2011-01-20,
256980393,"LIVERTON, NIGEL J.",2010-11-23,
256980393,"MCCAULEY, JOHN A.",2010-11-22,
257070781,RESEARCH IN MOTION CORPORATION,2011-01-11,
257170206,WIAV SOLUTIONS LLC,2010-09-28,
257220254,"FINLAY, DAVID A., SR.",2011-01-07,
257220254,"MACBETH, BRUCE F.",2011-01-10,
257220254,"MORGAN, KENT R.",2011-01-07,
257220254,"MURPHY, PATRICK J.",2011-01-07,
257220254,"PACKARD, THOMAS N.",2011-01-07,
257220254,"RICHARDS, JEFFREY C.",2011-01-10,
257220254,"SAVICKI, GERALD R., JR.",2011-01-07,
257430055,"VANSTONE, SCOTT A.",2001-04-04,
257430055,"GALLANT, ROBERT",2001-04-04,
257430055,"LAMBERT, ROBERT J.",2001-04-04,
257440522,STRYKER MEDTECH K.K.,2010-11-15,
257450853,STRYKER MEDTECH K.K.,2010-11-15,
257470456,"JOHNSON THREAD-VIEW SYSTEMS, LLC",2010-11-24,
257470613,"ZAGORSKY, LAWRENCE J, MR.",2009-12-20,
257470636,"JOHNSON THREAD-VIEW SYSTEMS, LLC",2010-11-24,
257470771,"ZAGORSKY, LAWRENCE J, MR.",2009-12-20,
257470837,"JOHNSON THREAD-VIEW SYSTEMS, LLC",2010-11-24,
257620417,"INNOVATION SERVICES, INC.",2009-04-24,
257620920,"STRYKER INSTRUMENTS, A DIVISION OF STRYKER CORPORATION",2009-08-10,
257690273,"WEEKS, RICHARD",2011-01-07,
257690273,"MORGAN, KENT R.",2011-01-07,
257690273,"RICHARDS, JEFFREY C.",2011-01-06,
257690273,"FINLAY, DAVID A., SR.",2011-01-07,
257850297,"HARRIS, GLEN MCLEAN",2002-08-22,
257850297,"HENRY, JUSTIN M.",2002-03-25,
257850339,"HARRIS, GLEN MCLEAN",2002-08-22,
257850339,"HENRY, JUSTIN M.",2002-03-25,
257850414,"INTRIGUE TECHNOLOGIES, INC.",2004-05-04,
257890585,NIPPON SHOKUBAI CO. LTD.,2010-09-10,
258110686,AVEGA SYSTEMS PTY LTD,2011-02-01,
258250068,"CARY, ROBERT B.",2011-02-16,
258260827,"FELUCH, PAUL",2010-04-30,
258330163,"KAULA, NORBERT",2004-11-24,
258330163,"GHARIB, JAMES",2004-11-29,
258330163,"MEDEIROS, GORETTI",2004-04-07,
258330163,"FARQUHAR, ALLEN",2008-09-26,
258350684,"INTERLACE MEDICAL, INC.",2011-02-11,
258350798,"HUGHES, RONALD J",2008-06-18,
258350847,"ALLMAN, BRYAN",2008-10-30,
258350847,"KOTOWSKI, ANDREAS F.",2008-10-30,
258360418,"HUGHES, RONALD J",2008-02-08,
258360443,"DIAB, MOHAMED K.",1994-11-23,
258360443,"KIANI-AZARBAYJANY, ESMAIEL",1994-11-23,
258360443,"ELFADEL, IBRAHIM M.",1994-11-23,
258360443,"MCCARTHY, REX J.",1994-11-23,
258360443,"WEBER, WALTER M.",1994-11-23,
258360443,"SMITH, ROBERT A.",1994-11-23,
258380146,"ZAGORSKY, LAWRENCE J., MR.",2009-12-20,
258380150,"JOHNSON THREAD-VIEW SYSTEMS, LLC",2010-11-24,
258430494,RESEARCH IN MOTION UK LIMITED,2010-12-20,
258470978,DATASCOPE INVESTMENT CORP.,2008-08-06,
258530548,"BOSTON SCIENTIFIC SCIMED, INC.",2001-01-03,
258530830,ROCHE DIAGNOSTICS GMBH,2005-02-07,
258570648,"STECHER, BRIAN",2007-10-30,
258640410,"KNOPP, KEVIN J.",2011-02-15,
258640410,"GREEN, ROBERT L.",2011-02-15,
258640410,"TOWER, BRENDON D.",2011-02-16,
258640410,"BROWN, CHRISTOPHER D.",2011-02-14,
258640410,"RHODES, GREGORY H.",2011-02-15,
258650340,"DODGE, DAN",2006-05-11,
258650340,"DANKO, ATTILLA",2006-05-09,
258650340,"MARINEAU-MES, SEBASTIEN",2006-05-11,
258650340,"VAN DER VEEN, PETER",2006-05-09,
258650340,"BURGESS, COLIN",2006-05-09,
258650340,"FLETCHER, THOMAS",2006-05-15,
258650340,"STECHER, BRIAN",2006-05-09,
258650364,"DODGE, DAN",2007-07-17,
258650364,"VAN DER VEEN, PETER",2007-07-18,
258650438,"DODGE, DAN",2006-08-01,
258670169,RESEARCH IN MOTION CORPORATION,2011-02-08,
258670275,RESEARCH IN MOTION CORPORATION,2011-02-08,
258700810,"DATCUK, PETER",2011-02-07,
258740322,"DODGE, DAN",2005-09-29,
258740322,"DANKO, ATTILLA",2005-09-29,
258740322,"MARINEAU-MES, SEBASTIEN",2005-09-29,
258740322,"VAN DER VEEN, PETER",2005-09-29,
258740322,"BURGESS, COLIN",2005-09-29,
258740322,"FLETCHER, THOMAS",2005-11-25,
258740322,"STECHER, BRIAN",2005-09-29,
259020246,"GARMON, PAUL D.",1992-07-02,
259020246,"GONSALVES, ROBERT A.",1992-07-02,
259020246,"O'CONNOR, PATRICK D.",1992-07-02,
259020246,"REBER, STEPHEN J.",1992-07-02,
259110039,"DEMOGRAFX, INC.",2003-04-07,
259110297,"DOLBY LABORATORIES, INC.",2003-09-05,
259110404,"DEMOGRAFX, INC.",2003-04-07,
259110484,"DOLBY LABORATORIES, INC.",2003-09-05,
259130925,RESEARCH IN MOTION CORPORATION,2011-02-08,
259170340,RESEARCH IN MOTION JAPAN LIMITED,2011-02-22,
259220692,"TANAKA, YOSHIKAZU",2011-03-08,
259320892,THE ROYAL INSTITUTION FOR THE ADVANCEMENT OF LEARNING/MCGILL UNIVERSITY,2011-01-11,
259570313,"TARGET THERAPEUTICS, INC.",2011-01-03,
259600702,"TANAKA, SHIGERU",2010-03-30,
259600702,"LIOU, EDWARD",2010-03-30,
259600702,"CARVER, JONATHAN",2010-04-01,
259600702,"DRUKER, JOSHUA",2010-03-30,
259600702,"LEUGERS, MARTIN",2010-03-30,
259600702,"TU, KURIN",2010-03-30,
259600702,"LOMBROZO, PETER",2010-07-19,
259600754,"SPECK PRODUCT DESIGN, INC.",2010-07-19,
259690841,"BOSTON SCIENTIFIC SCIMED, INC.",2011-01-03,
259760689,"BOSTON SCIENTIFIC SCIMED, INC.",2011-01-03,
259840229,"NEVALA, LANCE",2007-04-06,
259870203,"SNOW, JOHN MICHAEL",2006-07-03,
259870215,JOHN SNOW & COMPANY PTY LIMITED,2006-07-03,
259870272,"GING, ANTHONY MICHAEL",2006-07-11,
259870527,"WORBOYS, DAVID JOHN",2006-07-19,
259890226,IPL INTELLECTUAL PROPERTY LICENSING LIMITED,2011-02-23,
259910753,NEXTEC S.R.L.,2011-02-10,
259910776,OUTDRY TECHNOLOGIES S.R.L.,2011-02-14,
259910825,COLUMBIA SPORTSWEAR COMPANY,2011-02-14,
259930549,OXFORD BIOSENSORS LIMITED,2009-07-15,
260020281,NOVARTIS AG,2011-03-17,
260050258,"KOO, CHANGHOI",2011-03-22,
260050258,"CAI, ZHIJUN S.",2011-03-23,
260070527,"TRANCHINA, JAMES R.",2011-03-22,
260110414,"PRESBY, DAVID W.",2011-03-21,
260170200,"BOSTON SCIENTIFIC SCIMED, INC.",2011-01-03,
260310471,"KARP, CHRISTOPHER L.",2011-03-09,
260310471,"WEISBERG, STUART P.",2011-03-03,
260310471,"DIVANOVIC, SENAD",2011-03-14,
260340656,"ADAPTIVE TECHNOLOGIES, INC.",2010-12-21,
260360502,"HILL-ROM INTERNATIONAL, INC.",2011-03-28,
260400616,"FRATER, ROBERT HENRY",2005-08-29,
260400616,"DREW, JOANNE ELIZABETH",2005-08-15,
260400616,"KWOK, PHILIP RODNEY",2005-08-16,
260400616,"MCAULIFFE, PATRICK JOHN",2005-07-18,
260400616,"DAVIDSON, AARON SAMUEL",2005-08-15,
260400616,"HITCHCOCK, ROBIN GARTH",2005-07-29,
260400991,ALLEGIANCE CORPORATION,2009-08-03,
260430509,"ZHONG, MIN",2009-07-22,
260430842,"SUNESIS PHARMACEUTICALS, INC.",2010-10-12,
260580739,"FOUNDRY NETWORKS, LLC",2011-03-30,
260580935,ROBERT BOSCH GMBH,2011-03-14,
260640037,"WEBER, WALTER M.",2011-03-31,
260710643,M-STACK LIMITED,2011-04-01,
260720518,"MORTON, EDWARD JAMES",2011-03-31,
260720518,"DE ANTONIS, PAUL",2011-04-01,
260810130,"CHUNG, SYDNEY SHEUNG CHEE",2011-03-23,
260840269,"BATH, ANDREW RODERICK",2010-11-25,
260840351,"KAO, DAN",2010-06-21,
260840404,"JANIAK, MICHAEL THOMAS",2010-07-16,
260950465,"RAJE, MILIND CHANDRAKANT",2007-06-13,
260950541,"DAVIDSON, AARON SAMUEL",2007-05-11,
260950541,"LYNCH, SUSAN ROBYN",2007-05-11,
260950541,"ROBINSON, GARY CHRISTOPHER",2007-05-17,
260950541,"LUBKE, STEVEN JOHN",2007-05-31,
260950541,"SMART, GREGORY SCOTT",2007-05-11,
260950541,"KWOK, PHILIP RODNEY",2007-06-04,
260950541,"SCHEINER, RUPERT CHRISTIAN",2007-06-04,
260990157,ZERUSA LIMITED,2011-03-31,
261030511,"POWER MEDICAL INTERVENTIONS, LLC",2010-09-24,
261100749,F. HOFFMANN-LA ROCHE AG A/K/A F. HOFFMAN-LA ROCHE LTD,2009-11-09,
261100749,F. HOFFMANN-LA ROCHE LTD,2009-11-09,
261240659,THE CHINESE UNIVERSITY OF HONG KONG,2011-03-31,
261290267,"CARDINAL HEALTH 200, LLC F/K/A CARDINAL HEALTH 200, INC.",2011-03-29,
261360290,"FRY, DARRIN",2005-02-10,
261360290,"LIN, ANGELA",2005-02-11,
261360290,"DONOHOE, DAVID",2005-02-11,
261420283,"NOUVEL, LARRY",2011-04-13,
261440905,QIMONDA NORTH AMERICA CORP.,2011-02-21,
261490060,"POWER MEDICAL INTERVENTIONS, LLC",2010-09-24,
261510873,"CRAWFORD, MICHAEL",2009-06-22,
261530967,"POWER MEDICAL INTERVENTIONS, LLC",2010-09-24,
261640711,"RIVERSIDE TECHNOLOGIES, INC.",2010-11-03,
261660785,"FOUNDRY NETWORKS, LLC",2011-04-19,
261710894,"FIRE KING INTERNATIONAL, INC.",2011-04-22,
261710915,"FIRE KING INTERNATIONAL, INC.",2011-04-22,
261940454,"POWER MEDICAL INTERVENTIONS, LLC",2010-09-24,
262000846,RESEARCH IN MOTION UK LIMITED,2011-02-08,
262000878,RESEARCH IN MOTION CORPORATION,2011-02-08,
262020756,"POWER MEDICAL INTERVENTIONS, LLC",2010-09-24,
262060194,"POWER MEDICAL INTERVENTIONS, LLC",2010-09-24,
262240005,"BOOKBINDER, LOUIS H.",2011-04-20,
262240005,"FROST, GREGORY I.",2011-04-21,
262240005,"KUNDU, ANIRBAN",2011-04-21,
262240227,"OLDSEN, JOHN G.",2011-05-02,
262240227,"FAULKNER, DAKOTA",2011-04-28,
262300076,"CORDARO, NICHOLAS M.",2010-10-14,
262350290,NOKIA CORPORATION,2010-12-10,
262390572,"MICHAEL, JAMES A.",2011-05-04,
262460610,"CLINEFF, THEODORE D.",2011-05-09,
262460670,"KOBLISH, ANTONY",2011-05-09,
262460769,"BAGGA, CHARANPREET",2000-04-27,
262460848,"ERBE, ERIK M.",2003-04-23,
262470078,"NAGVAJARA, GINA M.",2011-05-09,
262540654,PVAXX RESEARCH & DEVELOPMENT LTD.,2011-04-11,
262630212,"ALCON, INC.",2011-04-05,
262640828,"SKINLO, DAVID",2011-01-06,
262640832,"HENEVELD, SCOTT",2011-01-08,
262660807,"KUECHEL, MICHAEL",2011-04-21,
262710631,"WALKER, TINA MICHELLE",2011-03-18,
262810576,"RETINALABS, INC.",2011-05-13,
263100221,"BOOTH, DAVID E.",2008-10-13,
263150406,"PARATEK MICROWAVE, INC.",2010-11-05,
263310318,POLYTOUCH MEDICAL LTD.,2011-05-04,
263320239,COVIDIEN GROUP S.A.R.L.,2011-05-05,
263360967,"MACBETH, BRUCE F.",2011-02-02,
263360967,"FINLAY, DAVID A., SR.",2011-03-04,
263360967,"PACKARD, THOMAS N.",2011-03-04,
263410051,"PORTEC RAIL PRODUCTS, INC.",2010-12-22,
263440395,RESEARCH IN MOTION CORPORATION,2011-04-13,
263520056,"MAYFIELD, WILLIAM R.",2011-05-19,
263530916,"ZAGORSKY, LAWRENCE J, MR.",2011-05-10,
263530916,"JOHNSON, STANLEY P, MRR.",2011-05-09,
263730531,"PETNOTE, LLC",2011-03-07,
263800813,"ORTENZI, GIOVANNI",2009-12-21,
263800813,"MARCONI, MARCO",2009-12-22,
263800813,"MAPELLI, LUIGI",2009-12-21,
263840776,"RUTSTEIN, ALEX",2011-06-02,
263840776,"FRADEN, JACOB",2011-06-02,
263880926,"PALAIS, ROBERT ANDREW",2011-05-09,
263880926,"WITTWER, CARL THOMAS",2011-06-02,
263890043,THE UNIVERSITY OF UTAH,2011-06-03,
263900167,"ADC TELECOMMUNICATIONS, INC.",2011-04-12,
264010740,"PUNKE, ALFRED H",2011-05-27,
264010740,"GRUBERT, GERD",2011-05-27,
264010740,"SIANI, ATTILIO",2011-05-27,
264010740,"NEUBAUER, TORSTEN",2011-05-27,
264010740,"WOLFF, RUEDIGER",2011-05-27,
264010740,"MUELLER-STACH, TORSTEN W",2011-05-27,
264010740,"LI, YUEJIN",2011-05-05,
264010740,"ROTH, STANLEY A",2011-05-05,
264010740,"VOSS, KENNETH E",2011-05-05,
264170803,"BIRD, DYLAN HILMER",2011-05-19,
264170803,"CHING, JESUS",2011-05-19,
264170823,"ACCEL BIOTECH, INC.",2011-06-08,
264170854,"JOHNSON, BRUCE A.",2011-05-27,
264170854,"MORAVICK, KEITH E.",2011-05-20,
264170854,"RICHARDSON, BRUCE",2011-05-20,
