,patent_number,patent_title,patent_date,patent_kind,assignee_id
10474,8076885,Integrated overload and low voltage interrupt module,2011-12-13,B2,4b9e9772-333e-4b85-a684-35cb5c942e01
10475,8079046,Intelligent system and methods of recommending media content items based on user preferences,2011-12-13,B2,843a1486-da46-4f90-9ffb-fc4b3433b20c
10476,8072426,Interactive device capable of improving image processing,2011-12-06,B2,1f8c62a6-6592-4cca-8037-b3b9142ac25e
10477,8086809,Interface systems and methods for accessing stored data,2011-12-27,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
10478,8111754,Interpolation of video compression frames,2012-02-07,B1,f65dac4c-24c9-401d-82fe-ef358e223ed8
10479,8139638,Interpolation of video compression frames,2012-03-20,B2,f65dac4c-24c9-401d-82fe-ef358e223ed8
10480,8139639,Interpolation of video compression frames,2012-03-20,B2,f65dac4c-24c9-401d-82fe-ef358e223ed8
10481,8139640,Interpolation of video compression frames,2012-03-20,B2,f65dac4c-24c9-401d-82fe-ef358e223ed8
10482,8139641,Interpolation of video compression frames,2012-03-20,B2,f65dac4c-24c9-401d-82fe-ef358e223ed8
10483,8144774,Interpolation of video compression frames,2012-03-27,B2,f65dac4c-24c9-401d-82fe-ef358e223ed8
10484,8149912,Interpolation of video compression frames,2012-04-03,B2,f65dac4c-24c9-401d-82fe-ef358e223ed8
10485,8160142,Interpolation of video compression frames,2012-04-17,B2,f65dac4c-24c9-401d-82fe-ef358e223ed8
10486,8147554,Intervertebral spacer,2012-04-03,B2,e8ccecec-459e-40b4-8872-5080c7f7c6c8
10487,8066681,Intracranial pressure monitor and drainage catheter assembly,2011-11-29,B1,67209e53-c155-48a8-a81a-6026cc2fbdb2
10488,8162969,Intragastric device,2012-04-24,B2,d90d5a1d-815e-4ccc-aff5-3287a3511d25
10489,8136985,IR thermometer thermal isolation tip assembly,2012-03-20,B2,241c0396-383f-4ba9-b868-002ca1f2ea5c
10490,8138071,"Isotopically-enriched boron-containing compounds, and methods of making and using same",2012-03-20,B2,8ecdee7a-9197-4d8f-b317-3e1900ebfa15
10491,8100061,Item support apparatuses and systems for bedside,2012-01-24,B2,e5fc32c3-a913-455a-94ce-9932d30eefff
10492,8086049,Iterative fisher linear discriminant analysis,2011-12-27,B2,f9762b36-ba2a-4871-a2f3-0378158f0e3d
10493,8109201,Kitchen appliance for heating foodstuff,2012-02-07,B2,f9681b81-e176-47d6-8061-d39844131936
10494,8134309,Lamp power tabulation,2012-03-13,B2,f6fb9cc7-17e0-4c5c-b7d3-2735bf026006
10495,8113441,Lap joint,2012-02-14,B2,10322636-2950-4579-b9cc-ae4ecaac8699
10496,8114107,Laparoscopic scissor blades,2012-02-14,B2,f39637f8-f2d8-4b4a-a5ee-9b2664719afd
10497,8110247,Laser processing for heat-sensitive mesoscale deposition of oxygen-sensitive materials,2012-02-07,B2,37f00d63-ac91-4d80-af35-b690d1073cfb
10498,8149505,Laser scanner device with limited test part accessibility,2012-04-03,B2,6e0048f0-6102-46ef-b919-e47393a07dfe
10499,8151674,Layer cutting apparatus,2012-04-10,B2,0e14a736-7c74-4a4f-beea-bcf8a7fb9b9d
10500,8157435,Lid for a mixing device,2012-04-17,B2,f9681b81-e176-47d6-8061-d39844131936
10501,8137606,Lightweight thin flexible polymer coated glove and a method therefor,2012-03-20,B2,592acb5d-0625-430b-8b13-81ec3b666e39
10502,8075768,Liquid chromatograph device,2011-12-13,B1,0f63d31a-dac4-4326-afe8-e0d9ca77e826
10503,8150549,Liquid handling system with electronic information storage,2012-04-03,B2,8ecdee7a-9197-4d8f-b317-3e1900ebfa15
10504,8099184,Load compensation for robotic applications,2012-01-17,B2,8285cff2-cb5b-4b8a-8bd4-d2fc63bf6a87
10505,8070712,Loading system for alignment of fluidics cassette to console,2011-12-06,B2,f98db76c-c823-40bf-be3b-804382ae1952
10506,8102254,Location detection system for a patient handling device,2012-01-24,B2,7466c6b0-3b85-4c5f-949b-95da73f34e5d
10507,8143053,Lockable cell growth chamber with antilocking feature,2012-03-27,B2,4d0349a2-a0fa-4e5c-953f-f0e6ae3fb2c7
10508,8127621,Locking mechanism with acoustic barrier for mounting a sensor on a pipe,2012-03-06,B2,73c7fde0-affb-4e37-b735-8486c83e754f
10509,8137720,Low sugar presweetened coated cereals and method of preparation,2012-03-20,B2,88594423-3492-4f8a-8665-9fc325b28334
10510,8119174,Low sugar presweetened dry coated cereals and method of preparation,2012-02-21,B2,88594423-3492-4f8a-8665-9fc325b28334
10511,8067858,Low-distortion voltage variable capacitor assemblies,2011-11-29,B2,aad14593-2828-48a6-92d5-55869a16f52a
10512,8119781,Luminescent metal ion complexes,2012-02-21,B2,6e47321e-e3ab-4255-a905-2b8eba25b38f
10513,8070213,Machine having trim piece assembly with reduced discordance and method,2011-12-06,B2,7b5d5846-085d-4c04-9692-08c427428316
10514,8141163,Malicious code detection,2012-03-20,B2,24959b2e-642a-471d-952f-69c9e042e160
10515,8099428,Managing copies of data,2012-01-17,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
10516,8115475,Manipulation assembly for online electrical system test probe installation,2012-02-14,B2,fe09edfd-aa00-49ab-b2ce-f02d96314d56
10517,8117739,Manufacturing process for surge arrester module using pre-impregnated composite,2012-02-21,B2,16a6e106-8929-47a8-b3b6-d3b8afc40510
10518,8136525,Mask system,2012-03-20,B2,a85cbb12-f654-4679-9e8e-b4483f51a067
10519,8067729,Mass analysis data analyzing apparatus and program thereof,2011-11-29,B2,0f63d31a-dac4-4326-afe8-e0d9ca77e826
10520,8153963,Mass spectrometer,2012-04-10,B2,c7d21d98-3386-4d1a-b225-63a4c49dfbb6
10521,8155421,Matching geometry generation and display of mammograms and tomosynthesis images,2012-04-10,B2,b51aaef3-3f8c-451c-a3fb-0da8f3686bfd
10522,8100939,Mechanical method and apparatus for sequential tissue fastening,2012-01-24,B2,8ee2662d-025a-4001-af87-8d98152ad877
10523,8075498,Medical apparatus system having optical fiber load sensing capability,2011-12-13,B2,7dba27ef-8fdd-4c22-8e96-8ba05e81cb3f
10524,8147408,Medical device guide locator,2012-04-03,B2,1f19ef24-6ca1-4730-baa9-aaa179d91fe8
10525,8103379,Medication cabinetry,2012-01-24,B2,46d7334f-a69c-4e0e-ab16-bb2428f8dbd4
10526,8068992,Melting curve analysis with exponential background subtraction,2011-11-29,B2,8602ef55-def5-40f8-9557-ed8961fdc0e4
10527,8122754,Meter proving method and system,2012-02-28,B2,76397334-c296-4178-8d0e-2340133c8c88
10528,8114361,Metering device,2012-02-14,B2,d2de45c7-a743-4a50-8482-246088e10441
10529,8074842,Method and apparatus for a modular dispensing tower,2011-12-13,B2,29e72a1f-8a7c-4989-91cd-2df758301f7a
10530,8091737,Method and apparatus for a multiple flavor beverage mixing nozzle,2012-01-10,B2,29e72a1f-8a7c-4989-91cd-2df758301f7a
10531,8065560,Method and apparatus for achieving high availability for applications and optimizing power consumption within a datacenter,2011-11-22,B1,06224c3c-a22d-4271-a044-67922a6c13bd
10532,8142361,Method and apparatus for automatic optimization of doppler imaging parameters,2012-03-27,B2,1df0d9cd-11fe-4a33-9c5d-f77ee7328e87
10533,8150448,Method and apparatus for calculating an initial transmission power in universal mobile telecommunications system user equipment,2012-04-03,B2,9ad7da05-580b-43d5-a089-36d466449303
10534,8083738,Method and apparatus for coagulating and\/or constricting hollow anatomical structures,2011-12-27,B2,e307c2b0-8784-4ea0-8bed-83f39c1c7e68
10535,8106898,Method and apparatus for compensation for skew in video signals,2012-01-31,B2,33587dd9-1006-437a-8fbd-6df90ed78380
10536,8150487,Method and apparatus for demodulating signals in a pulse oximetry system,2012-04-03,B2,4eb39673-7f59-4c45-bf6c-2275dccf9048
10537,8069858,Method and apparatus for deploying a shape memory polymer,2011-12-06,B2,80e15380-03fa-406d-9d74-05d2745dcb2c
10538,8141153,Method and apparatus for detecting executable software in an alternate data stream,2012-03-20,B1,06224c3c-a22d-4271-a044-67922a6c13bd
10539,8064723,Method and apparatus for fast volume rendering of 3D ultrasound image,2011-11-22,B2,1df0d9cd-11fe-4a33-9c5d-f77ee7328e87
10540,8111716,Method and apparatus for formatting data signals in a digital audio broadcasting system,2012-02-07,B2,1cb5050a-1488-4e17-9166-66fc7c4adb36
10541,8112147,Method and apparatus for generating determination indexes for identifying ECG interfering signals,2012-02-07,B2,1df0d9cd-11fe-4a33-9c5d-f77ee7328e87
10542,8119984,Method and apparatus for generation of reagent ions in a mass spectrometer,2012-02-21,B2,03545702-e778-42a5-adf8-d35a5d7c1d51
10543,8087284,Method and apparatus for measuring particle characteristics through mass detection,2012-01-03,B2,e319fbe3-ce0f-4381-81d0-d10be5b8a8a3
10544,8145373,Method and apparatus for programming parameters of a power driven wheelchair for a plurality of drive settings,2012-03-27,B2,db7c95ee-f0ed-44ff-8952-75ec56ba8c45
10545,8152722,Method and apparatus for quickly determining an imaging region in an ultrasonic imaging system,2012-04-10,B2,1df0d9cd-11fe-4a33-9c5d-f77ee7328e87
10546,8157737,Method and apparatus for real time spatial compound imaging,2012-04-17,B2,1df0d9cd-11fe-4a33-9c5d-f77ee7328e87
10547,8144980,Method and apparatus for selecting an object in an image,2012-03-27,B2,f9762b36-ba2a-4871-a2f3-0378158f0e3d
10548,8142284,Method and apparatus for selecting and animating game elements in a gaming machine,2012-03-27,B2,3bcc8cb4-4737-4aca-8227-1ebdb32ff91e
10549,8073588,Method and apparatus for setting or modifying programmable parameter in power driven wheelchair,2011-12-06,B2,db7c95ee-f0ed-44ff-8952-75ec56ba8c45
10550,8073585,Method and apparatus for setting or modifying programmable parameters in power driven wheelchair,2011-12-06,B2,db7c95ee-f0ed-44ff-8952-75ec56ba8c45
10551,8074857,Method and apparatus for tissue fastening with single translating trigger operation,2011-12-13,B2,8ee2662d-025a-4001-af87-8d98152ad877
10552,8068649,Method and apparatus for transforming coordinate systems in a telemanipulation system,2011-11-29,B2,399e92b4-e210-4126-9556-603c27d6b6cd
10553,8083787,Method and apparatus for treating meibomian gland dysfunction,2011-12-27,B2,aed3adf1-1aff-47f9-9a2e-91ebaefbe981
10554,8133191,Method and apparatus for treatment of adipose tissue,2012-03-13,B2,3684165c-4cec-4cd2-9bc9-73c839254833
10555,8090942,Method and system for asymmetrically encrypting .ZIP files,2012-01-03,B2,0bf77864-62fc-428d-8e01-5908bd44f50a
10556,8108554,Method and system for automatically mapping secure network address translations,2012-01-31,B1,2ceda4af-f510-4e0c-8100-4868b5a2dd4c
10557,8105323,Method and system for controlling output of RF medical generator,2012-01-31,B2,e3e16b4a-aba6-4da0-8d41-b012c689b50f
10558,8095929,Method and system for determining a cost-benefit metric for potential virtual machine migrations,2012-01-10,B1,24959b2e-642a-471d-952f-69c9e042e160
10559,8078157,Method and system for distributing and updating software in wireless devices,2011-12-13,B2,fd6db316-429d-4d21-9ef8-e7c30ab568b8
10560,8103804,Method and system for embedded regenerative licensing,2012-01-24,B2,d5081634-5b93-4bd6-a547-3bd185cf038d
10561,8089679,Method and system for laser amplification using a dual crystal pockels cell,2012-01-03,B2,314ea638-4052-4f1c-9f04-a8994ab6fb0c
10562,8135756,Method and system for managing digital goods,2012-03-13,B2,59186fcf-b83f-43bd-9a7b-db2479cd64e1
10563,8150957,Method and system for managing network traffic,2012-04-03,B1,2ceda4af-f510-4e0c-8100-4868b5a2dd4c
10564,8087002,Method and system for providing a visual debugger for an interpreted statistical language,2011-12-27,B2,0492cc2d-14a3-4f21-8536-884ec8fe4067
10565,8098246,Method and system for providing transparent access to hardware graphic layers,2012-01-17,B2,0bf516dd-fe0d-4acf-ae5d-3143cf7a2619
10566,8103318,Method and system for recovering from DRX timing de-synchronization in LTE—ACTIVE,2012-01-24,B1,9ad7da05-580b-43d5-a089-36d466449303
10567,8134482,Method and system for reducing multiple keystroke output,2012-03-13,B2,80036ab9-99b7-45a2-9e3d-265347cb2c60
10568,8130221,Method and system for repairing triangulated surface meshes,2012-03-06,B2,bd2eb766-2854-4bfb-afc1-8415beec6ca7
10569,8155895,Method and system of detecting liquid in an acoustic flow meter,2012-04-10,B2,76397334-c296-4178-8d0e-2340133c8c88
10570,8128595,Method for a central venous line catheter having a temperature control system,2012-03-06,B2,0ac5f864-1d6b-41da-b8c9-c01966350748
10571,8111621,Method for configuring a telecommunication system,2012-02-07,B2,9ad7da05-580b-43d5-a089-36d466449303
10572,8097800,Method for controlling a digital audio source,2012-01-17,B2,d820113f-c6e0-4f7d-837f-e61d31be31cd
10573,8066647,Method for detecting and discriminating breathing patterns from respiratory signals,2011-11-29,B2,a85cbb12-f654-4679-9e8e-b4483f51a067
10574,8090748,Method for efficient collection and storage of experimental data,2012-01-03,B2,75245632-3877-4fe1-976e-4b6cd1a0ab63
10575,8076095,"Method for enumeration of mammalian micronucleated erythrocyte populations, while distinguishing platelets and\/or platelet-associated aggregates",2011-12-13,B2,fad46b7f-1241-404e-bc13-4a1013d552d8
10576,8155635,"Method for handling incoming call in screen lock state, communication device and recording medium thereof",2012-04-10,B2,544f3b79-8168-4514-acf8-f0cdce5e94f1
10577,8147551,Method for implanting an intervertebral disk prosthesis,2012-04-03,B2,9b88047c-a8e5-443c-ab5a-1d68e7f547eb
10578,8152733,Method for improving recognition rate of respiratory wave,2012-04-10,B2,1df0d9cd-11fe-4a33-9c5d-f77ee7328e87
10579,8143790,Method for inductively-driven plasma light source,2012-03-27,B2,9450086c-fd4d-4cf7-b58c-7f01f845882e
10580,8163206,Method for making silicone hydrogel contact lenses,2012-04-24,B2,c4f8c75c-c561-4243-89b7-0afbbf69dc99
10581,8082656,Method for manufacturing a disk drive head suspension,2011-12-27,B1,f9f0f188-a3e0-41f0-bb68-d9f038d5d301
10582,8087086,Method for mitigating false positive generation in antivirus software,2011-12-27,B1,06224c3c-a22d-4271-a044-67922a6c13bd
10583,8085763,Method for protecting SIP-based applications,2011-12-27,B2,a5ba7776-2536-49d0-92a2-32b86508addc
10584,8088407,Method for reducing or preventing transplant rejection in the eye and intraocular implants for use therefor,2012-01-03,B2,9f4119b6-b025-497a-9dd0-07b83242934b
10585,8108209,Method for reduction of aliasing introduced by spectral envelope adjustment in real-valued filterbanks,2012-01-31,B2,a0a5aad0-0134-4891-acfa-fd4e9e6bc24d
10586,8145475,Method for reduction of aliasing introduced by spectral envelope adjustment in real-valued filterbanks,2012-03-27,B2,a0a5aad0-0134-4891-acfa-fd4e9e6bc24d
10587,8090700,Method for updating databases,2012-01-03,B2,ee0168d9-bf74-4513-bfbf-e73c933f90e7
10588,8084546,Method for varying the transport properties of a film cast from a sulfonated copolymer,2011-12-27,B2,dbe7bc52-5e73-49dc-afd2-a06d1c226102
10589,8146235,Method of aligning components for installation on a head suspension assembly,2012-04-03,B2,f9f0f188-a3e0-41f0-bb68-d9f038d5d301
10590,8142368,Method of characterization and differentiation of tissue,2012-03-27,B2,94d2041a-85f5-45d4-976d-bd4b58bef133
10591,8163101,Method of cleaning contaminated surfaces,2012-04-24,B2,60d95f5b-895d-4000-945c-10da0a3f5e88
10592,8088291,Method of collecting medical waste in a waste collection unit using disposable manifold with staged waste filtering\/processing,2012-01-03,B2,60d95f5b-895d-4000-945c-10da0a3f5e88
10593,8101161,Method of enhancing hair growth,2012-01-24,B2,9f4119b6-b025-497a-9dd0-07b83242934b
10594,8122603,Method of forming a catalyzed selective catalytic reduction (SCR) filter,2012-02-28,B2,d50bdb8d-2278-43d3-8433-97daffdb89b9
10595,8104126,"Method of inflating, in alternating manner, a support device having inflatable cells, and a device for implementing the method",2012-01-31,B2,e5fc32c3-a913-455a-94ce-9932d30eefff
10596,8127519,Method of inserting and storing waste for disposal,2012-03-06,B2,
10597,8137729,Method of making complexed fat compositions,2012-03-20,B2,0e14a736-7c74-4a4f-beea-bcf8a7fb9b9d
10598,8095525,Method of universal file access for a heterogeneous computing environment,2012-01-10,B2,24959b2e-642a-471d-952f-69c9e042e160
10599,8158850,Method to enhance yield and purity of hybrid crops,2012-04-17,B2,4b830300-2405-44ae-8d74-c2166e7f8c41
10600,8135981,"Method, apparatus and system to automate detection of anomalies for storage and replication within a high availability disaster recovery environment",2012-03-13,B1,06224c3c-a22d-4271-a044-67922a6c13bd
10601,8150552,"Method, device and system for use in configuring a bathing unit controller",2012-04-03,B2,afa3fbc6-d3ba-47a5-90ab-f882d1f4ac17
10602,8065716,"Method, system and article for dynamic authorization of access to licensed content",2011-11-22,B2,ce9b2f65-234e-40b1-95ad-f6ee0c89a5c8
10603,8112284,Methods and apparatus for improving high frequency reconstruction of audio and speech signals,2012-02-07,B2,7e3ee325-2e16-43cb-bad3-420b61bd8680
10604,8133216,Methods and devices for treating tissue,2012-03-13,B2,3684165c-4cec-4cd2-9bc9-73c839254833
10605,8142426,Methods and devices for treating tissue,2012-03-27,B2,3684165c-4cec-4cd2-9bc9-73c839254833
10606,8119380,Methods and materials for making and using transgenic dicamba-degrading organisms,2012-02-21,B2,eaff47a7-f186-41c9-b6f5-cbdb170f3a35
10607,8074042,Methods and system of pooling storage devices,2011-12-06,B2,97a8f6bd-38ac-4f23-b97a-586e05a7f1b7
10608,8088072,Methods and systems for controlled deployment of needles in tissue,2012-01-03,B2,a8e98cf3-475d-4b39-9576-3cd2e909cb3d
10609,8112392,Methods and systems for creating snapshots of virtualized applications,2012-02-07,B1,06224c3c-a22d-4271-a044-67922a6c13bd
10610,8073254,Methods and systems for detecting objects of interest in spatio-temporal signals,2011-12-06,B2,8ebfc1f7-6eed-4cce-85b9-055b63b4ddd2
10611,8157760,Methods and systems for establishing retrograde carotid arterial blood flow,2012-04-17,B2,339190f0-1aff-49dc-94a0-39260756d120
10612,8107085,Methods and systems for interferometric analysis of surfaces and related applications,2012-01-31,B2,71c8e80b-923b-4d0f-bb7d-ed078ac34ebc
10613,8112491,Methods and systems for providing direct DMA,2012-02-07,B1,2ceda4af-f510-4e0c-8100-4868b5a2dd4c
10614,8111387,Methods and systems for wheel profile measurement,2012-02-07,B2,996d1179-2d0d-4a05-ac9f-32c3eb34fb69
10615,8148512,Methods for detection and quantification of analytes in complex mixtures,2012-04-03,B2,6d6828b8-df94-4ebb-b53e-0b734b9126c0
10616,8110993,Methods for inductively-coupled RF power source,2012-02-07,B2,89f43816-8309-4655-8553-3a0d9d9fd661
10617,8110721,Methods for maintaining genetic stability of inbred animal strains,2012-02-07,B2,c0757680-40b1-4338-9f5c-b6432ae41e76
10618,8097290,Methods for preparing oat bran enriched in β-glucan and oat products prepared therefrom,2012-01-17,B2,88594423-3492-4f8a-8665-9fc325b28334
10619,8114462,Methods for preparing oat bran enriched in β-glucan and oat products prepared therefrom,2012-02-14,B2,88594423-3492-4f8a-8665-9fc325b28334
10620,8072285,Methods for tuning an adaptive impedance matching network with a look-up table,2011-12-06,B2,aad14593-2828-48a6-92d5-55869a16f52a
10621,8087162,Methods of making small volume in vitro analyte sensors,2012-01-03,B2,9b175d75-45fa-4153-87b5-ed4886188444
10622,8091220,Methods of making small volume in vitro analyte sensors,2012-01-10,B2,9b175d75-45fa-4153-87b5-ed4886188444
10623,8071124,Methods of using expandable foam-like biomaterials,2011-12-06,B2,f4b964a3-85a6-4f62-8776-c13b0940da0c
10624,8065773,Microbial scrub brush,2011-11-29,B2,d0883e17-c535-4f05-bebe-be9a5977e9c0
10625,8146082,Migrating virtual machines configured with pass-through devices,2012-03-27,B2,24959b2e-642a-471d-952f-69c9e042e160
10626,8132744,Miniature aerosol jet and aerosol jet array,2012-03-13,B2,37f00d63-ac91-4d80-af35-b690d1073cfb
10627,8129564,Mitigating necrosis in transgenic glyphosate-tolerant cotton plants treated with herbicidal glyphosate formulations,2012-03-06,B2,4b830300-2405-44ae-8d74-c2166e7f8c41
10628,8121311,Mixer with adaptive post-filtering,2012-02-21,B2,0bf516dd-fe0d-4acf-ae5d-3143cf7a2619
10629,8118488,Mobile medical imaging system and methods,2012-02-21,B2,39b9084a-0714-4752-84d5-7511547bbbf3
10630,8088071,Modular apparatus for diagnostic ultrasound,2012-01-03,B2,1f19ef24-6ca1-4730-baa9-aaa179d91fe8
10631,8146319,Modular flooring assemblies,2012-04-03,B2,c24f892b-a202-4677-9f90-3b8f9d87159c
10632,8096246,Modular folding table,2012-01-17,B2,
10633,8136958,Modular light fixture with power pack,2012-03-20,B2,665678bd-01bf-47a4-9afb-d90dd2ce8db8
10634,8146399,Modular spring retainer and method for metal forming dies and the like,2012-04-03,B2,6059807d-6051-4114-8807-0a612cb6c3a4
10635,8096818,Modular wiring system with locking elements,2012-01-17,B2,b3c623cd-bf05-4681-9628-fa658e53961b
10636,8136779,Mounting arrangement for a pressurized irrigation system,2012-03-20,B2,895a2862-b2bc-4ee9-8117-b3b3ea0c96ea
10637,8136777,Mounting bracket for securing a video system behind a headrest,2012-03-20,B2,5c419222-092d-41ad-9d2f-9be0eff18033
10638,8134533,Mouse with integrated keyplate and housing,2012-03-13,B2,d8435b5d-9173-4b90-b331-c84cb0c482b3
10639,8144430,Multi-layer ground plane structures for integrated lead suspensions,2012-03-27,B2,f9f0f188-a3e0-41f0-bb68-d9f038d5d301
10640,8152951,Multi-lumen catheter with separate distal tips,2012-04-10,B2,476913c2-e6d6-4d09-aecd-c32bb1d0c48a
10641,8162991,"Multi-planar, taper lock screw",2012-04-24,B2,98501264-9e5c-4b8e-bb5c-00d55f0d5061
10642,8157298,Multi-point entryway locking system and astragal,2012-04-17,B2,af399d8a-50f7-42c2-a50a-e9b55f2a1d0f
10643,8157299,Multi-point locking system and astragal,2012-04-17,B2,af399d8a-50f7-42c2-a50a-e9b55f2a1d0f
10644,8137920,Multi-wavelength analyses of sol-particle specific binding assays,2012-03-20,B2,26f68f5d-b36c-4634-83ce-48a0e6d09e04
10645,8107795,Multimedia visual progress indication system,2012-01-31,B2,843a1486-da46-4f90-9ffb-fc4b3433b20c
10646,8111975,Multimedia visual progress indication system,2012-02-07,B2,843a1486-da46-4f90-9ffb-fc4b3433b20c
10647,8135264,Multimedia visual progress indication system,2012-03-13,B2,843a1486-da46-4f90-9ffb-fc4b3433b20c
10648,8148693,Multiple screen detection systems,2012-04-03,B2,8b540692-aa6c-47fc-a655-3d68f2dd4902
10649,8088068,Multiple ultrasound beams transmitting and receiving method and apparatus,2012-01-03,B2,1df0d9cd-11fe-4a33-9c5d-f77ee7328e87
10650,8158409,Nanoscale surface plasmonics sensor with nanofluidic control,2012-04-17,B2,7842b977-56d0-4cf8-b451-8860cede9905
10651,8133276,Nasal implant introduced through a non-surgical injection technique,2012-03-13,B2,c635a2ec-67e5-4c61-82a1-ccb771960284
10652,8097573,Natural personal cleanser compositions,2012-01-17,B2,9f7bfac6-ac62-41d8-b6ad-4730397c8280
10653,8137325,Needle mounting system and a method for mounting a needle assembly,2012-03-20,B2,9a3afa40-66e5-4921-b831-64287f2052e0
10654,8103809,Network devices with multiple direct memory access channels and methods thereof,2012-01-24,B1,2ceda4af-f510-4e0c-8100-4868b5a2dd4c
10655,8103457,Neuronal profiling,2012-01-24,B2,75245632-3877-4fe1-976e-4b6cd1a0ab63
10656,8073544,Neurostimulator involving stimulation strategies and process for using it,2011-12-06,B2,924e9f98-e7db-4d27-9627-12e1ca5f099d
10657,8158182,No evaporation process to produce gum based fruit snacks,2012-04-17,B2,0e14a736-7c74-4a4f-beea-bcf8a7fb9b9d
10658,8150502,Non-invasive cardiac monitor and methods of using continuously recorded cardiac data,2012-04-03,B2,421c45fe-f02d-43e5-b941-543cf61d8cfc
10659,8160682,Non-invasive cardiac monitor and methods of using continuously recorded cardiac data,2012-04-17,B2,421c45fe-f02d-43e5-b941-543cf61d8cfc
10660,8088103,Occlusion perfusion catheter,2012-01-03,B2,20092f94-9b0b-4430-9bb2-146fecd09155
10661,8115626,Occupancy sensing with selective emission,2012-02-14,B2,b3c623cd-bf05-4681-9628-fa658e53961b
10662,8128588,Ocular pressure regulation,2012-03-06,B2,333827c9-6979-4931-9093-f6945657d91e
10663,8092023,Ocular surface interferometry (OSI) methods for imaging and measuring ocular tear film layer thickness(es),2012-01-10,B2,aed3adf1-1aff-47f9-9a2e-91ebaefbe981
10664,8070781,Offset variable angle connection assembly,2011-12-06,B2,e8ccecec-459e-40b4-8872-5080c7f7c6c8
10665,8068101,On a substrate formed or resting display arrangement,2011-11-29,B2,06db2d4f-732a-48ee-9b97-6313536c74a2
10666,8137980,On-board control for analytical elements,2012-03-20,B2,88bbf137-85e6-4c8e-bd9f-14a917f227fc
10667,8112505,On-demand block-level file system streaming to remote desktops,2012-02-07,B1,4f2142a6-468b-4d3d-bcf8-621ca45f09a5
10668,8069250,One-way proxy system,2011-11-29,B2,24959b2e-642a-471d-952f-69c9e042e160
10669,8151720,Open eye sewing needle,2012-04-10,B2,71809ee6-aa38-420c-a6c1-988780b38010
10670,8135706,Operationalizing search engine optimization,2012-03-13,B2,25decdc4-0dd0-49a6-94fa-dc67d9abc852
10671,8064188,Optimized thin film capacitors,2011-11-22,B2,aad14593-2828-48a6-92d5-55869a16f52a
10672,8092369,Organ manipulator having suction member supported with freedom to move relative to its support,2012-01-10,B2,d56a1520-7581-4720-9a8f-3c2a78801c23
10673,8161825,Orifice fitting with a drainage system,2012-04-24,B2,bc3105b1-c8c0-4e59-b8b8-2f03c4a118b7
10674,8100955,Orthopedic expansion fastener,2012-01-24,B2,b58acaa6-7bb2-47c4-a748-319fd4602fc6
10675,8118952,Osteosynthetic implants and methods of use and manufacture,2012-02-21,B2,80e15380-03fa-406d-9d74-05d2745dcb2c
10676,8079101,Over-molded limb support,2011-12-20,B2,e5fc32c3-a913-455a-94ce-9932d30eefff
10677,8143068,Oxidation resistant indicator molecules,2012-03-27,B2,b3e7ca7f-76e7-4105-ae29-10bec4dea419
10678,8112950,Panel for sheathing system and method,2012-02-14,B2,ecfefb45-37f8-417b-be12-19c6869a6b42
10679,8066708,Patient selectable joint arthroplasty devices and surgical tools,2011-11-29,B2,c309edd4-632f-470c-aea6-f3b85b1204b3
10680,8105330,Patient selectable joint arthroplasty devices and surgical tools,2012-01-31,B2,c309edd4-632f-470c-aea6-f3b85b1204b3
10681,8146191,Patient support,2012-04-03,B2,e5fc32c3-a913-455a-94ce-9932d30eefff
10682,8069513,Patient support apparatus having auto contour,2011-12-06,B2,e5fc32c3-a913-455a-94ce-9932d30eefff
10683,8104122,Patient support having an extendable foot section,2012-01-31,B2,e5fc32c3-a913-455a-94ce-9932d30eefff
10684,8126590,"Patient-specific bin systems, methods, and devices",2012-02-28,B2,049935c8-6787-4e02-b93d-57850f02cb03
10685,8117697,Patient-support apparatus with a locking deck section,2012-02-21,B2,e5fc32c3-a913-455a-94ce-9932d30eefff
10686,8076538,Pea line 08250838,2011-12-13,B2,1f245d33-1596-4952-911d-166300c8d019
10687,8115078,Pepper hybrid HNS 14450321,2012-02-14,B2,1f245d33-1596-4952-911d-166300c8d019
10688,8158751,Peptides for detection of antibody to Ehrlichia ewingii,2012-04-17,B2,2de144ca-dd7f-457a-b3db-145b1189d9e6
10689,8157809,Percutaneous compression and distraction system,2012-04-17,B2,22d844f6-87f3-4a34-8d56-2345c529a213
10690,8108052,"Percutaneous leads with laterally displaceable portions, and associated systems and methods",2012-01-31,B2,6c92c045-e5fb-4f04-ac2a-08e9270ccc91
10691,8152787,Personal wear absorbent article with disposal tab,2012-04-10,B2,2cbf39b7-3c7c-4a37-ba74-2b5d9e26b013
10692,8162912,Personal wear absorbent article with disposal tab,2012-04-24,B2,2cbf39b7-3c7c-4a37-ba74-2b5d9e26b013
10693,8135112,Personnel security screening system with enhanced privacy,2012-03-13,B2,8b540692-aa6c-47fc-a655-3d68f2dd4902
10694,8084445,Pharmaceutical formulation,2011-12-27,B2,1dd7d68c-98d8-4bf4-9aa6-0ebb12674d14
10695,8074943,Pipe protector,2011-12-13,B2,
