,ref_id,patent_id,assignment_conveyance,record_date,last_update_date,exec_date,name_assignee,city_assignee,country_assignee,assignor_name,patent_marked,coutnry_assignee
12818,65450361,5278272,assignment,1993-05-28,2007-09-27,1992-09-02,"DOW CHEMICAL COMPANY, THE",MIDLAND,,"LAI, SHIH-YAW",0,nan
12819,113890926,6325672,assignment,2000-12-28,2002-03-23,2000-07-14,"BERG TECHNOLOGY, INC.",RENO,,"BELOPOLSKY, YAKOV",0,nan
12820,295490529,9472872,assignment,2012-12-03,2016-10-18,2012-11-20,ROLLS-ROYCE PLC,"LONDON, SW1E 6AT",,"BROUGHTON, PAUL",0,GREAT BRITAIN
12821,121510286,6586672,assignment,2001-09-05,2003-07-01,2001-08-07,HUBBELL INCORPORATED,ORANGE,,"KOBUS, JOHN R.",0,nan
12822,88800112,6194072,assignment,1997-11-07,2001-02-13,1997-10-06,FRAUNHOFER-GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,D-80636 MUNCHEN,,"HAMBITZER, GUNTHER",0,GERMANY
12823,95840788,6586872,assignment,1998-11-10,2003-07-01,1998-09-19,CANON KABUSHIKI KAISHA,TOKYO,,"SHIBATA, MASAAKI",0,JAPAN
12824,229140365,7766672,assignment,2009-06-24,2010-08-03,2009-05-21,"CAMEO COMMUNICATIONS, INC.","SIJHIH CITY, TAIPEI COUNTY",,"CHIANG, CHENG-CHANG",0,TAIWAN
12825,60060246,5278472,assignment,1992-02-05,1992-03-26,1992-01-31,"MOTOROLA, INC.",SCHAUMBURG,,"SMITH, ROBERT T.",0,nan
12826,311340113,9472672,assignment,2013-09-04,2016-10-18,2013-08-19,"TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY, LTD. (TSMC)",HSIN-CHU,,"LIN, YI-TANG",0,TAIWAN
12827,111720752,6849272,assignment,2000-10-10,2005-02-01,2000-09-05,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,,"LANGER, ROBERT S.",0,nan
12828,423550663,10258072,assignment,2017-05-12,2019-04-16,2016-01-14,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,NEW YORK,,"JOHN, GEORGE",0,nan
12829,284720715,9471872,assignment,2012-06-29,2016-10-18,2012-06-27,INTERNATIONAL BUSINESS MACHINES CORPORATION,ARMONK,,"ANAND, RANGACHARI",0,nan
12830,379040006,9996472,assignment,2016-03-07,2018-06-12,2013-04-17,INTERNATIONAL BUSINESS MACHINES CORPORATION,ARMONK,,"GREINER, DAN F.",0,nan
12831,384360508,9865472,assignment,2016-05-02,2018-01-09,2016-04-26,LAM RESEARCH CORPORATION,FREMONT,,"ZHENG, LILY",0,nan
12832,123860620,6851072,assignment,2001-12-18,2005-02-01,2001-08-27,TEXAS INSTRUMENTS INCORPORATED,DALLAS,,TI-FR,0,nan
12833,91760778,5932672,assignment,1998-03-27,2002-03-08,1998-02-04,SECRETARY OF STATE FOR DEFENSE. THE,HAMPSHIRE,,"WILLIS, COLIN R.",0,ENGLAND
12834,195150325,8029672,assignment,2007-06-21,2011-10-04,2007-06-06,MTU FRIEDRICHSHAFEN GMBH,88045 FRIEDRICHSHAFEN,,"BAUMANN, HERMANN",0,GERMANY
12835,293000965,8948672,assignment,2012-11-15,2015-02-03,2012-11-07,"FUJI XEROX CO., LTD.","MINATO-KU, TOKYO",,"YAGI, MOTOYUKI",0,JAPAN
12836,245080890,8292672,assignment,2010-06-09,2012-10-23,2010-03-05,"A-DATA TECHNOLOGY (SUZHOU) CO., LTD.",SUZHOU,,"CHOU, TSU-LIANG",0,CHINA
12837,145980897,7112872,assignment,2003-10-09,2006-09-26,2003-09-30,SHARP KABUSHIKI KAISHA,OSAKA,,"OHARA, YOSHIKAZU",0,JAPAN
12838,400440011,9995672,assignment,2016-10-18,2018-06-12,2016-08-25,AZBIL CORPORATION,TOKYO,,"IRIE, KANAMI",0,JAPAN
12839,51680734,5014272,assignment,1989-10-16,2008-02-04,1989-09-25,NEC CORPORATION,TOKYO,,"YOSHIDA, NORIO",0,JAPAN
12840,65900722,5408872,assignment,1993-06-04,1995-04-21,1993-05-26,YAMAHA HATSUDOKI KABUSHIKI KAISHA,SHIZUOKA-KEN,,"NONAKA, KIMIHIRO",0,JAPAN
12841,345090352,9734672,assignment,2014-12-15,2017-08-15,2007-09-24,IGT,LAS VEGAS,,"BAERLOCHER, ANTHONY J.",0,nan
12842,235960303,9341272,assignment,2009-12-02,2016-05-17,2007-06-14,CAMERON INTERNATIONAL CORPORATION,HOUSTON,,"HOANG, LOC",0,nan
12843,457580364,9996072,assignment,2018-05-09,2018-06-12,2010-10-26,"LEAN TOOL SYSTEMS, LLC",VANCOUVER,,"DICK, SPENCER B.",0,nan
12844,197050841,7504872,assignment,2007-08-16,2009-03-17,2007-07-27,NVIDIA CORPORATION,SANTA CLARA,,"LIN, HWONG-KWO",0,nan
12845,314770828,9209072,assignment,2013-10-25,2015-12-08,2013-10-16,"TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY, LTD.",HSIN-CHU,,"LEE, YA-LIEN",0,TAIWAN
12846,110550339,6325072,assignment,2000-08-18,2002-03-23,2000-08-03,BRAUN GMBH,D-61476 KRONBERG,,"SMETANA, HEIKE",0,GERMANY
12847,244240184,7111672,security,2010-05-21,2010-05-24,2010-05-18,"JPMORGAN CHASE BANK, N.A., AS ADMINISTRATIVE AGENT",CHICAGO,,"CHART ENERGY & CHEMICALS, INC.",0,nan
12848,413830369,10126072,assignment,2017-02-27,2018-11-13,2017-02-17,DENSO CORPORATION,"KARIYA-CITY, AICHI-PREF.",,"KASAMATSU, SHINYA",0,JAPAN
12849,124090109,6720072,assignment,2001-12-28,2004-04-13,2001-07-23,INSTITUT FUER OBERFLAECHENMODIFIZIERUNG E.V.,D-04303 LEIPZIG,,"HINTERWALDNER, RUDOLF",0,GERMANY
12850,288680004,8947872,assignment,2012-08-29,2015-02-03,2012-08-23,"HON HAI PRECISION INDUSTRY CO., LTD.","TU-CHENG, NEW TAIPEI",,"CHANG, CHIN-MING",0,TAIWAN
12851,51620321,5016272,assignment,1989-06-16,2008-03-05,1989-06-14,"HOME VIDEO SYSTEMS, INC., A CORP. OF PA","CAMP HILL, PA",,"STUBBS, JAMES R.",0,nan
12852,160030498,6981472,assignment,2004-11-22,2006-01-03,2004-11-15,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,,"BROMBERG, LESLIE",0,nan
12853,119360542,6719872,assignment,2001-06-22,2004-04-13,2001-06-15,"AICA KOGYO CO., LTD.","NISHIKASUGAI-GUN, AICHI-KEN",,"TOMITA, ATSUSHI",0,JAPAN
12854,96230954,6326472,assignment,1998-12-08,2002-03-23,1998-12-01,SCHERING CORPORATION,KENILWORTH,,"TIMANS, JACQUELINE C.",0,nan
12855,45550352,4622472,assignment,1986-06-04,2010-02-01,1986-06-27,ORMAT TURBINES (1965) LTD.,YAVNE 70650,,"BRONICKI, LUCIEN Y.",0,ISRAEL
12856,63850185,5276072,assignment,1993-01-14,1993-03-04,1992-11-26,"NIPPON PAINT CO., LTD.","KITA-KU, OSAKA",,"ISHII, TOSHIYUKI",0,JAPAN
12857,367590859,10258272,assignment,2015-10-08,2019-04-16,2015-09-28,INTERNATIONAL BUSINESS MACHINES CORPORATION,ARMONK,,"DELANEY, JOHN V.",0,nan
12858,76720065,5671072,assignment,1995-09-20,1997-09-20,1995-09-14,"NORITSU KOKI CO., LTD.",WAKAYAMA-KEN,,"UMEMOTO, CHOJI",0,JAPAN
12859,431620736,10520872,assignment,2017-07-12,2019-12-31,2017-05-26,CANON KABUSHIKI KAISHA,TOKYO,,"MAEDA, YUUKI",0,JAPAN
12860,56610501,5146272,assignment,1991-03-25,2008-08-06,1991-03-13,"KABUSHIKI KAISHA TOSHIBA, A CORP. OF JAPAN",KAWASAKI-SHI,,"WATANABE, JUNJI",0,JAPAN
12861,165830227,7242872,assignment,2005-05-20,2007-07-10,2005-04-21,SEIKO EPSON CORPORATION,TOKYO,,"OKAMOTO, KATSUMI",0,JAPAN
12862,224120670,8160472,assignment,2009-03-18,2012-04-17,2009-03-03,BROTHER KOGYO KABUSHIKI KAISHA,AICHI-KEN,,"TOMATSU, YOSHIYA",0,JAPAN
12863,234450656,8422072,assignment,2009-10-30,2013-04-16,2009-06-25,CANON KABUSHIKI KAISHA,TOKYO,,"OKAMOTO, KIYOSHI",0,JAPAN
12864,92430859,6195472,assignment,1998-06-12,2001-02-13,1998-06-09,"FUJI XEROX CO., LTD.",TOKYO,,"SO, IKKEN",0,JAPAN
12865,238360841,8553272,assignment,2010-01-25,2013-10-08,2009-09-16,CANON KABUSHIKI KAISHA,TOKYO,,"IGUCHI, SHUNSUKE",0,JAPAN
12866,98190407,6850272,assignment,1999-03-09,2005-02-01,1999-03-05,"FUJI PHOTO FILM CO., LTD.",KANAGAWA-KEN,,"TERASHITA, TAKAAKI",0,JAPAN
12867,390620994,10390272,assignment,2016-07-01,2019-08-20,2012-08-08,"AT&T INTELLECTUAL PROPERTY I, L.P.",ATLANTA,,"HENRY, PAUL SHALA",0,nan
12868,351650130,9733872,assignment,2015-03-13,2017-08-15,2015-03-10,"RICOH COMPANY, LTD.",TOKYO,,"TSUWANO, FUMIKO",0,JAPAN
12869,124250006,6980872,assignment,2002-01-03,2005-12-27,2001-11-15,CANON KABUSHIKI KAISHA,TOKYO,,"KANO, ICHIRO",0,JAPAN
12870,294560001,9339672,assignment,2012-12-12,2016-05-17,2012-11-30,"WARREN WATTS TECHNOLOGY, LLC",FORT WORTH,,"WILLIAMS, BRENT W., MR.",0,nan
12871,86700229,6062672,assignment,1997-08-08,2000-05-30,1997-08-07,"FUJI XEROX CO., LTD.","MINATO-KU, TOKYO",,"ISHIZE, TATSUHIRO",0,JAPAN
12872,263090681,8554872,assignment,2011-05-19,2013-10-08,2011-05-12,BANK OF AMERICA CORPORATION,CHARLOTTE,,"BUCHHOP, PETER K.",0,nan
12873,399630787,9994872,assignment,2016-10-07,2018-06-12,2016-08-23,LANTMÄNNEN ENERGI,STOCKHOLM,,"LENNARTSSON, PATRIK R.",0,SWEDEN
12874,38120592,4359272,assignment,1980-12-03,2008-09-05,1980-08-27,"VIVITAR CORPORATION, A CORP. OF CA.",SANTA MONICA,,KREITZER MELVYN H.,0,nan
12875,447140798,10388472,assignment,2017-11-08,2019-08-20,2017-10-23,"JIANGSU TRANSIMAGE TECHNOLOGY CO., LTD.","GAOYOU CITY, JIANGSU PROVINCE",,"ZHANG, QING",0,CHINA
12876,257230603,8030272,assignment,2011-01-31,2011-10-04,2004-01-09,AGENNIX INCORPORATED,HOUSTON,,"ENGELMAYER, JOSE",0,nan
12877,42700589,4622872,assignment,1984-06-06,2009-06-22,1984-05-25,"MURATA KIKAI KABUSHIKI KAISHA, 3, MINMAI OCHIAI-CHO, KISSHOIN, MINAMI-KU, KYOTO-SHI, A CORP. OF",nan,,"ITO, CHIHIRO",0,JAPAN
12878,114310803,6193672,assignment,2000-12-29,2001-04-09,2000-12-11,"MECTRA LABS, INC.",BLOOMFIELD,,"CLEMENT, THOMAS P.",0,nan
12879,328850462,9603272,assignment,2014-05-14,2017-03-21,2014-04-25,FUJITSU LIMITED,"KAWASAKI-SHI, KANAGAWA",,"YAMAGUCHI, SHINGO",0,JAPAN
12880,458640150,9995872,assignment,2018-05-21,2018-06-12,2018-05-18,FRAEN CORPORATION,READING,,"GOBRON, ROBERT",0,nan
12881,307830234,9341872,assignment,2013-07-12,2016-05-17,2013-06-26,"SHANGHAI TIANMA MICRO-ELECTRONICS CO., LTD.",SHANGHAI,,"PENG, XUHUI",0,CHINA
12882,169470653,7374272,assignment,2005-08-30,2008-05-20,2005-08-04,SEIKO EPSON CORPORATION,TOKYO,,"SESHIMO, TATSUYA",0,JAPAN
12883,334720463,9865872,assignment,2014-08-06,2018-01-09,2014-04-28,NEC CORPORATION,TOKYO,,"NAKAHARA, KENTARO",0,JAPAN
12884,49480301,4882872,assignment,1988-09-26,2010-05-26,1988-08-10,"T. DIAMOND ENTERPRISES, INC., EL CAJON, CA., A CORP. OF CA.",nan,,"TODD, HARRY V.",0,nan
12885,311630028,8685872,assignment,2013-09-09,2014-04-01,2013-08-27,"HITACHI CHEMICAL COMPANY, LTD.",TOKYO,,"HITACHI POWDERED METALS CO., LTD.",0,JAPAN
12886,39230785,4359872,assignment,1981-09-15,2009-06-19,1981-09-10,"NORTH AMERICAN PHILIPS CORPORATION, A CORP. OF DE.",NEW YORK,,"GOLDOWSKY, MICHAEL P.",0,nan
12887,394980767,9863472,assignment,2016-08-22,2018-01-09,2016-08-04,GM GLOBAL TECHNOLOGY OPERATIONS LLC,DETROIT,,"TAMAI, GORO",0,nan
12888,349410049,9339872,assignment,2015-02-11,2016-05-17,2014-12-11,"NITTAN VALVE CO., LTD.","HADANO-SHI, KANAGAWA",,"ZENKE, ATSUSHI",0,JAPAN
12889,329580941,9865672,assignment,2014-05-23,2018-01-09,2014-05-13,UNIVERSAL DISPLAY CORPORATION,EWING,,"KRALL, EMORY",0,nan
12890,247590757,8159872,assignment,2010-07-29,2012-04-17,2010-07-16,NEC CORPORATION,TOKYO,,"FUKAMI, SHUNSUKE",0,JAPAN
12891,65670042,5277272,assignment,1993-03-02,2007-10-01,1993-02-22,"M.A. INDUSTRIES, INC.",PEACHTREE CITY,,"WILLIAMS, CRAIG B.",0,nan
12892,42090265,4623272,assignment,1983-12-15,2009-03-16,1983-12-12,CANON KABUSHIKI KAISHA,TOKYO,,"KONDO, HIROATSU",0,JAPAN
12893,273320140,8553472,assignment,2011-12-07,2013-10-08,2011-12-02,APPLE INC.,CUPERTINO,,"MCCOMBS, EDWARD M.",0,nan
12894,227900322,8290672,assignment,2009-06-06,2012-10-16,2009-06-03,VOLVO CONSTRUCTION EQUIPMENT AB,ESKILSTUNA,,"BRATTBERG, BJORN",0,SWEDEN
12895,69140345,5409072,assignment,1993-11-12,2008-01-11,1993-10-29,TAMROCK OY,FIN-33330 TAMPERE,,"ENLUND, PENTTI",0,FINLAND
12896,364030461,9603072,assignment,2015-08-24,2017-03-21,2015-08-03,LG ELECTRONICS INC.,SEOUL,,"KIM, LAEYOUNG",0,"KOREA, REPUBLIC OF"
12897,178730118,7637272,assignment,2006-05-15,2009-12-29,2006-05-10,"SEMES CO., LTD.","CHONAN-SI, CHUNGCHEONGNAM-DO",,"CHO, JUNG-KEUN",0,"KOREA, REPUBLIC OF"
12898,302330403,9341672,assignment,2013-04-17,2016-05-17,2013-04-03,"TAIWAN SEMICONDUCTOR MANUFACTURING CO., LTD.",HSIN-CHU,,"GOEL, SANDEEP KUMAR",0,TAIWAN
12899,101680969,6324872,assignment,1998-12-21,2002-03-23,1998-12-11,CORNING INCORPORATED,CORNING,,"BLASZYK, PAUL E.",0,nan
12900,70960494,5670072,assignment,1994-06-17,2006-11-24,1994-06-08,GENERAL ELECTRIC COMPANY,"SCHENECTADY,",,"OFFER, HENRY PETER",0,nan
12901,209980760,8160872,assignment,2008-05-20,2012-04-17,2008-04-19,TEXAS INSTRUMENTS INC.,DALLAS,,"STACHURSKI, JACEK P.",0,nan
12902,92510180,6457472,assignment,1998-06-08,2002-11-09,1998-05-29,"JOHNS HOPKINS UNIVERSITY, THE",BALTIMORE,,"SCHWARTZ, ALAN R.",0,nan
12903,51360495,5015872,assignment,1989-08-21,2008-07-08,1989-06-25,ANT NACHRICHTENTECHNIK GMBH,D-7150 BACKNANG,,"REIN, HANS-MARTIN",0,GERMANY
12904,375400082,9734872,assignment,2016-01-21,2017-08-15,2016-01-15,HTC CORPORATION,TAOYUAN CITY,,"LI, KUAN-WEI",0,TAIWAN
12905,175150670,8160672,assignment,2005-07-22,2012-04-17,2005-07-15,KOREA INSTITUTE OF SCIENCE AND TECHNOLOGY,SEOUL,,"KIM, TAE-SONG",0,"KOREA, REPUBLIC OF"
12906,314910378,9732672,assignment,2013-10-28,2017-08-15,2013-10-24,GENERAL ELECTRIC COMPANY,SCHENECTADY,,"EWENS, DAVID SPENCER",0,nan
12907,232290145,8553872,assignment,2009-09-15,2013-10-08,2009-07-06,NICE SYSTEMS LTD.,RAANANA,,"GEFFEN, DAVID",0,ISRAEL
12908,281170459,8686272,assignment,2012-04-27,2014-04-01,2012-04-09,"POLYPHONIC HUMAN MEDIA INTERFACE, S.L.",SANT CUGAT DEL VALLES,,"BONET, ANTONIO TRIAS",0,SPAIN
12909,253250519,8422472,assignment,2010-11-05,2013-04-16,2010-11-05,"SAMSUNG ELECTRONICS CO., LTD.","SUWON-SI, GYEONGGI-DO",,"MUN, SEUNG-CHEOL",0,"KOREA, REPUBLIC OF"
12910,284120402,8423272,assignment,2012-06-20,2013-04-16,2007-01-09,HONEYWELL INTERNATIONAL INC.,MORRISTOWN,,"JUDD, TOM D.",0,nan
12911,106240993,6324672,assignment,2000-02-16,2001-11-07,2000-02-15,XILINX INC.,SAN JOSE,,"LAWMAN, GARY R.",0,nan
12912,104020414,6326272,assignment,1999-11-18,2002-03-23,1999-10-17,CHARTERED SEMICONDUCTOR MANUFACTURING LTD,SINGAPORE,,"CHAN, LAP",0,SINGAPORE
12913,419400462,9864872,assignment,2017-03-09,2019-06-25,2017-02-15,"MONUMENT PEAK VENTURES, LLC",PLANO,,INTELLECTUAL VENTURES FUND 83 LLC,0,nan
12914,371490394,9735072,assignment,2015-11-27,2017-08-15,2015-11-23,BOEHRINGER INGELHEIM VETMEDICA GMBH,INGELHEIM AM RHEIN,,"SCHIEBER, MARKUS",0,GERMANY
12915,293910106,8946872,assignment,2012-12-03,2015-02-03,2012-10-16,INFINEON TECHNOLOGIES AUSTRIA AG,VILLACH,,"MAUDER, ANTON",0,AUSTRIA
12916,242800721,8815072,assignment,2010-04-23,2014-08-26,2010-03-24,"FURUKAWA ELECTRIC CO., LTD.","CHIYODA-KU, TOKYO",,"WATANABE, HAJIME",0,JAPAN
12917,203760136,7504272,assignment,2008-01-17,2009-03-17,2008-01-07,"STANLEY ELECTRIC CO., LTD.",TOKYO,,"AJIKI, SHUICHI",0,JAPAN
12918,56340151,5147472,assignment,1991-03-06,2008-08-19,1991-02-01,"BETZ LABORATORIES, INC., A CORP. OF PA",TREVOSE,,"MOULTON, ROGER D.",0,nan
12919,125950184,7373672,assignment,2002-02-14,2008-05-13,2002-01-31,"SAMSUNG ELECTRONICS CO., LTD.","SUWON-CITY, KYUNGKI-DO",,"KANG, CHUN-UN",0,"KOREA, REPUBLIC OF"
12920,87840022,6064472,assignment,1997-10-14,2000-05-30,1997-05-20,LAP GMBH LASER APPLIKATIONEN,D-21337 LUNEBURG,,"DREWLING, PETER",0,GERMANY
12921,186920450,7767072,assignment,2006-12-15,2010-08-03,2006-12-15,"HONEYWELL INTERNATIONAL, INC.",MORRISTOWN,,"GUALTIERI, DEVLIN M.",0,nan
12922,94220443,6195872,assignment,1998-08-24,2001-02-20,1998-08-07,TDK CORPORATION,"CHUO-KU, TOKYO",,"SASAKI, YOSHITAKA",0,JAPAN
12923,150210291,7506272,assignment,2004-03-02,2009-03-17,2004-01-23,AIRBUS DEUTSCHLAND GMBH,HAMBURG,,"KOPITZKE, KIRSTEN",0,GERMANY
12924,79320377,5538872,assignment,1996-05-08,1999-07-29,1988-10-26,"ORTHO DIAGNOSTIC SYSTEMS, INC.",RARITAN,,"BAHL, CHANDLER",0,nan
12925,195820341,7767272,assignment,2007-07-12,2010-08-03,2007-06-08,"IMRA AMERICA, INC.",ANN ARBOR,,"LIU, BING",0,nan
12926,174210826,8423472,assignment,2006-01-03,2013-04-16,2005-12-27,ZTE CORPORATION,GUANGDONG PROVINCE 518057,,"SUN, PENG",0,CHINA
12927,154730855,7242272,assignment,2004-12-17,2007-07-10,2004-12-08,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,CAMBRIDGE,,"HAM, DONHEE",0,nan
12928,261650733,8161472,assignment,2011-04-21,2012-04-17,2000-11-01,"CITRIX SYSTEMS, INC.",FORT LAUDERDALE,,"HAYTON, RICHARD",0,nan
12929,128470063,6849072,assignment,2002-04-26,2005-02-01,2002-04-10,"GENERAL HOSPITAL CORPORATION, THE",BOSTON,,"LEE, ALBERT S.",0,nan
12930,394730117,9603872,assignment,2016-08-18,2017-03-28,2016-08-05,THE MCLEAN HOSPITAL CORPORATION,BELMONT,,"CATALDO, ANNE M.",0,nan
12931,401780864,10388072,assignment,2016-10-31,2019-08-20,2016-10-31,VERIZON PATENT AND LICENSING INC.,BASKING RIDGE,,"EGELER, CHRISTIAN",0,nan
12932,344660539,9602472,assignment,2014-12-10,2017-03-21,2014-08-21,ALCATEL LUCENT,PARIS,,"NANDI, ANIMESH",0,FRANCE
12933,422140703,10256872,assignment,2017-05-02,2019-04-09,2017-04-17,APPLE INC.,CUPERTINO,,"JIANG, YI",0,nan
12934,146970552,7112472,assignment,2003-11-17,2006-09-26,2003-10-13,INTEL CORPORATION,SANTA CLARA,,"DUBIN, VALERY M.",0,nan
12935,269000280,8815672,assignment,2011-09-01,2014-08-26,2011-08-22,"SAMSUNG ELECTRONICS CO., LTD.","SUWON-SI, GYEONGGI-DO",,"LEE, SEUNG-HUN",0,"KOREA, REPUBLIC OF"
12936,60260876,5276672,assignment,1991-08-13,2007-04-18,1991-08-02,CANON KABUSHIKI KAISHA,TOKYO,,"MIYAZAKI, TOSHIHIKO",0,JAPAN
12937,83170294,5801472,assignment,1996-08-13,1999-08-02,1996-07-29,"HITACHI, LTD","CHIYODA-KU, TOKYO",,"WADA, YASUO",0,JAPAN
12938,109630810,6327072,assignment,2000-07-14,2002-03-23,2000-06-22,E INK CORPORATION,CAMBRIDGE,,"COMISKEY, BARRETT",0,nan
12939,63540851,5408672,assignment,1992-11-13,1995-04-14,1992-11-05,"MATSUSHITA ELECTRIC INDUSTRIAL CO., LTD.",OSAKA,,"MIYAZAWA, HIDEO",0,JAPAN
12940,261590201,8684272,assignment,2011-04-20,2014-04-01,2011-04-18,ACER INCORPORATED,NEW TAIPEI CITY,,"WONG, KIN-LU",0,TAIWAN
12941,380830826,10127272,assignment,2016-03-23,2018-11-13,2016-03-22,ORACLE INTERNATIONAL CORPORATION,REDWOOD SHORES,,"TREMAYNE, ANDY",0,nan
12942,104930031,6063872,assignment,2000-01-10,2000-05-30,1997-10-09,"DOW CHEMICAL COMPANY, THE",MIDLAND,,"NICHOLS, KEVIN L.",0,nan
12943,381850017,9733472,assignment,2016-04-04,2017-08-15,2016-01-14,ASC CORPORATION,TOKYO,,"TAGO, KAZUAKI",0,JAPAN
12944,230920795,8030872,assignment,2009-08-12,2011-10-04,2009-07-29,"MACAUTO INDUSTRIAL CO., LTD.","YUNG-KANG CITY, TAINAN HSIEN",,"LIN, PAUL",0,TAIWAN
12945,39210395,4359672,assignment,1981-07-10,2009-07-27,1981-07-06,ALLEN-BRADLEY COMPANY,MILWAUKEE,,"HART, JOHN S.",0,nan
12946,299880829,9340072,assignment,2013-03-13,2016-05-17,2013-03-08,"SUMITOMO RUBBER INDUSTRIES, LTD.","KOBE-SHI, HYOGO",,"KUWAHARA, TAKAO",0,JAPAN
12947,273380433,9209872,assignment,2011-12-05,2015-12-08,2010-12-22,INTEL CORPORATION,SANTA CLARA,,"STACEY, ROBERT J.",0,nan
12948,410120283,10126472,assignment,2017-01-19,2018-11-13,2016-09-06,NATIONAL APPLIED RESEARCH LABORATORIES,TAIPEI CITY,,"SZE, JYH-ROU",0,TAIWAN
12949,49450622,4358472,security,1988-07-20,2010-07-08,1988-03-09,BANK OF AMERICA NATIONAL TRUST AND SAVINGS ASSOCIATION,nan,,"OPTICAL COATING LABORATORY, INC.",0,NOT PROVIDED
12950,50040736,4097472,namechg,1988-11-01,2010-07-12,1988-06-01,MITSUBISHI KASEI CORPORATION,TOKYO,,MITSUBISHI CHEMICAL INDUSTRIES LIMITED,0,JAPAN
12951,154690129,6587872,namechg,2004-12-16,2004-12-20,2004-08-13,"FAITH, INC.","NAKAGYO-KU, KYOTO",,"FAITH, INC.",0,JAPAN
12952,289780992,8946072,assignment,2012-09-18,2015-02-03,2012-06-25,"TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY, LTD.",HSINCHU,,"WU, JIUN YI",0,TAIWAN
12953,159490116,7505072,assignment,2004-10-28,2009-03-17,2004-10-20,"CASIO COMPUTER CO., LTD.",TOKYO 151-8543,,"SAITOH, KEIICHI",0,JAPAN
12954,434680843,10258872,assignment,2017-09-01,2019-04-16,2017-08-09,OMRON CORPORATION,"KYOTO-SHI, KYOTO",,"ONO, TAKAHIRO",0,JAPAN
12955,227390160,7898872,assignment,2009-05-27,2011-03-01,2009-05-18,HYNIX SEMICONDUCTOR INC.,"ICHEON-SI, GYEONGGI-DO",,"HAN, JUNG CHUL",0,"KOREA, REPUBLIC OF"
12956,126960077,7113472,assignment,2002-03-12,2006-09-26,2002-02-22,"MATSUSHITA ELECTRIC INDUSTRIAL CO., LTD.",OSAKA 571-8501,,"WADA, HIDENORI",0,JAPAN
12957,126850419,6850472,assignment,2002-03-13,2005-02-01,2002-01-28,SHARP KABUSHIKI KAISHA,OSAKA 545-8522,,"MIYAZAKI, OSAMU",0,JAPAN
12958,258810742,8817272,assignment,2011-03-01,2014-08-26,2011-02-15,DR. JOHANNES HEIDENHAIN GMBH,TRAUNREUT,,"HERMANN, MICHAEL",0,GERMANY
12959,254470487,8554072,assignment,2010-12-03,2013-10-08,2010-11-10,"SUMITOMO ELECTRIC INDUSTRIES, LTD.","OSAKA-SHI, OSAKA",,"OOMORI, HIROTAKA",0,JAPAN
12960,164380995,6850672,assignment,2005-08-24,2005-08-25,2005-07-18,WASEDA UNIVERSITY,TOKYO,,"FUJIMAKI, MAKOTO",0,JAPAN
12961,312050899,9209272,assignment,2013-09-13,2015-12-08,2013-09-03,"TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY, LTD.",HSIN-CHU,,"LIU, CHI-JEN",0,TAIWAN
12962,369820729,9601472,assignment,2015-11-06,2017-04-10,2015-10-28,QUALCOMM INCORPORATED,SAN DIEGO,,"KESER, LIZABETH ANN",0,nan
12963,355050889,5931472,assignment,2015-04-27,2015-04-28,2015-04-09,"BALLY GAMING, INC.",LAS VEGAS,,"KO, SHENLI ""STANLEY""",0,nan
12964,94690274,5932072,assignment,1998-09-25,2002-03-08,1998-09-21,THERMO FIBERTEK INC.,WALTHAM,,"NEUN, JOHN A.",0,nan
12965,458080273,10520072,assignment,2018-05-15,2019-12-31,2018-04-23,SCHAEFFLER TECHNOLOGIES AG & CO. KG,HERZOGENAURACH,,"VANNI, JEREMY",0,GERMANY
12966,50540825,5145872,assignment,1989-03-15,2002-01-18,1989-02-02,"ZAMBON GROUP S.P.A., VIA DELLA CHIMICA, 9 - 36100 VICENZA",nan,,"CHIARINO, DARIO",0,nan
12967,113990267,6455872,assignment,2000-12-19,2002-09-24,2000-12-11,"HITACHI, LTD.","CHIYODA-KU, TOKYO 101-10",,"WILLIAMS, DAVID ARFON",0,JAPAN
12968,59360223,5276472,assignment,1991-11-19,1992-01-24,1991-11-14,EASTMAN KODAK COMPANY A CORP. OF NJ,ROCHESTER,,"BELL, CYNTHIA S.",0,nan
12969,43430266,4621272,assignment,1984-11-26,2009-07-06,1984-11-19,"MINOLTA CAMERA KABUSHIKI KAISHA, C/O OSAKA","HIGASHI-KU, OSAKA 541",,"TORIUMI, SHIRO",0,JAPAN
12970,283000466,8947472,assignment,2012-06-01,2015-02-03,2012-05-16,AU OPTRONICS CORPORATION,HSINCHU,,"TIEN, KUN-CHENG",0,TAIWAN
12971,505800598,10519872,assignment,2019-09-27,2019-12-31,2016-08-16,UNITED TECHNOLOGIES CORPORATION,FARMINGTON,,"BLANEY, KEN F.",0,nan
