rf_id,ee_name,ee_address_1,ee_address_2,ee_city,ee_state,ee_postcode,ee_country
277800159,SYMANTEC CORPORATION,350 ELLIS STREET,,MOUNTAIN VIEW,CALIFORNIA,94043,
277800166,SYMANTEC CORPORATION,350 ELLIS STREET,,MOUNTAIN VIEW,CALIFORNIA,94043,
277820800,"G&H BRANDS, LLC",24992 NORMANS WAY,,CALABASAS,CALIFORNIA,91302,
277910106,CFD RESEARCH CORPORATION,215 WYNN DRIVE,,HUNTSVILLE,ALABAMA,35805,
277910401,"VMWARE, INC.",3401 HILLVIEW AVENUE,,PALO ALTO,CALIFORNIA,94304,
277920495,SYMANTEC CORPORATION,350 ELLIS STREET,,MOUNTAIN VIEW,CALIFORNIA,94043,
278050811,INO THERAPEUTICS LLC,53 FRONTAGE ROAD,THIRD FLOOR,HAMPTON,NEW JERSEY,08827,
278060057,INO THERAPEUTICS LLC,53 FRONTAGE ROAD,THIRD FLOOR,HAMPTON,NEW JERSEY,08827,
278090921,"MERIT MEDICAL SYSTEMS, INC.",1600 WEST MERIT PARKWAY,,SOUTH JORDAN,UTAH,84095,
278280679,"MUELLER INTERNATIONAL, LLC","1200 ABERNATHY ROAD, SUITE 1200",,ATLANTA,GEORGIA,30328,
278290747,"MALVERN INSTRUMENTS, LTD.",GROVEWOOD ROAD,ENIGMA BUSINESS PARK,"MALVERN, WORCESTERSHIRE",,WR14 1XZ,UNITED KINGDOM
278310440,SARCODE BIOSCIENCE INC.,"1000 MARINA BLVD., SUITE 250",,BRISBANE,CALIFORNIA,94005,
278450183,"SPINAL ELEMENTS, INC.","2744 LOKER AVE., WEST, STE. 100",,CARLSBAD,CALIFORNIA,92010,
278640601,RESEARCH IN MOTION LIMITED,295 PHILLIP STREET,,"WATERLOO, ONTARIO",,N2L 3W8,CANADA
278670290,"ENDURE MEDICAL, INC.",1455 VENTURA DRIVE,,CUMMINGS,GEORGIA,30040,
278670858,DYSON TECHNOLOGY LIMITED,"TETBURY HILL, MALMESBURY",,WILTSHIRE,,SN16 0RP,UNITED KINGDOM
278700955,"DOLBY LABORATORIES, INC.",100 POTRERO AVENUE,,SAN FRANCISCO,CALIFORNIA,94103,
278710120,DOLBY LABORATORIES LICENSING CORPORATION,100 POTRERO AVENUE,,SAN FRANCISCO,CALIFORNIA,94103,
278880452,RESEARCH IN MOTION LIMITED,295 PHILLIP STREET,,WATERLOO,,N2L 3W8,ONTARIO
278990556,ALCATEL LUCENT,3 AVENUE OCTAVE GREARD,,PARIS,,75007,FRANCE
279050001,CERTICOM CORP.,4701 TAHOE BLVD.,"TAHOE A, 6TH FLOOR,",MISSISSAUGA,,L4W 0B5,ONTARIO
279060508,"W. L. GORE & ASSOCIATES, INC.",555 PAPER MILL ROAD,,NEWARK,DELAWARE,19711,
279130062,"NUVASIVE, INC.",7475 LUSK BOULEVARD,,SAN DIEGO,CALIFORNIA,92121,
279180943,"BIOMERIEUX, INC.",100 RODOLPHE STREET,,DURHAM,NORTH CAROLINA,27712,
279190095,"BIOMERIEUX, INC.",100 RODOLPHE STREET,,DURHAM,NORTH CAROLINA,27712,
279190531,"BIOMERIEUX, INC.",100 RODOLPHE STREET,,DURHAM,NORTH CAROLINA,27712,
279240884,"COMMSCOPE, INC. OF NORTH CAROLINA",1100 COMMSCOPE PLACE SE,,HICKORY,NORTH CAROLINA,28602,
279340633,"BIOFORM MEDICAL, INC.",1875 SOUTH GRANT STREET,SUITE 110,SAN MATEO,CALIFORNIA,94402,
279410046,"KIM, DANIEL H.",227 E. COWAN DRIVE,,HOUSTON,TEXAS,77007,
279410061,THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY,1705 EL CAMINO REAL,,PALO ALTO,CALIFORNIA,94306-1106,
279450661,STRYKER CORPORATION,2825 AIRVIEW BOULEVARD,,KALAMAZOO,MICHIGAN,49002,
279490671,"JOHN ZINK COMPANY, LLC",11920 E. APACHE,,TULSA,OKLAHOMA,74116,
279590862,"CONFORMIS, INC.",2 FOURTH AVENUE,,BURLINGTON,MASSACHUSETTS,01803,
279610819,"CONFORMIS, INC.",2 FOURTH AVENUE,,BURLINGTON,MASSACHUSETTS,01803,
279620918,"IMAGING THERAPEUTICS, INC.",1720 SOUTH AMPHLETT BLVD,SUITE 240,SAN MATEO,CALIFORNIA,94402,
279620956,"CONFORMIS, INC.",1720 SOUTH AMPHLETT BLVD.,SUITE 240,SAN MATEO,CALIFORNIA,94402,
279660486,"VOCOLLECT HEALTHCARE SYSTEMS, INC.",701 RODI ROAD,SUITE 102,PITTSBURGH,PENNSYLVANIA,15235-4558,
279740706,"ALLERGAN SALES, LLC",2525 DUPONT DRIVE,,IRVINE,CALIFORNIA,92612,
279890150,CERTICOM CORP.,5520 EXPLORER DRIVE,4TH FLOOR,MISSISSAUGA,,L4W 5L1,CANADA
279980180,"CREATIVE NAIL DESIGN, INC.",1125 JOSHUA WAY,,VISTA,CALIFORNIA,92081,
279980285,"CREATIVE NAIL DESIGN, INC.",1125 JOSHUA WAY,,VISTA,CALIFORNIA,92081,
280110239,"ANSELL HEALTHCARE PRODUCTS, INC.",200 SCHULZ DRIVE,,RED BANK,NEW JERSEY,07701,
280130713,DECHO CORPORATION,WORLD TRADE CENTER EAST,"2211 ELLIOTT AVENUE, SUITE 300",SEATTLE,WASHINGTON,98121,
280140845,MERIT MEDICAL (NRI) IRELAND LIMITED,25/28 NORTH WALL QUAY,,DUBLIN,,1,IRELAND
280150049,"C. R. BARD, INC.",730 CENTRAL AVENUE,,MURRAY HILL,NEW JERSEY,07974,
280150090,"C. R. BARD, INC.",730 CENTRAL AVENUE,,MURRAY HILL,NEW JERSEY,07974,
280180335,"PIXART IMAGING, INC.","NO. 5, INNOVATION ROAD I",HSINCHU SCIENCE PARK,HSIN-CHU,,,TAIWAN
280180848,2256355 ONTARIO LIMITED,295 PHILLIP STREET,,WATERLOO,,N2L 3W8,ONTARIO
280190890,HUNTER ENGINEERING COMPANY,11250 HUNTER DRIVE,,BRIDGETON,MISSOURI,63044,
280200474,RESEARCH IN MOTION LIMITED,295 PHILLIP STREET,,"WATERLOO, ONTARIO",,N2L 3W8,CANADA
280230653,IBIQUITY DIGITAL CORPORATION,6711 COLUMBIA GATEWAY DRIVE,SUITE 500,COLUMBIA,MARYLAND,21046,
280250556,"ROCHE DIAGNOSTICS OPERATIONS, INC.",9115 HAGUE ROAD,,INDIANAPOLIS,INDIANA,46250-0457,
280260309,CORANGE INTERNATIONAL LIMITED,"CORNER HOUSE, 20 PARLIAMENT STREET",,HAMILTON,,HM 12,BERMUDA
280280273,NANOSIGHT LIMITED,"MINTON PARK, LONDON ROAD",AMESBURY,WILTSHIRE,,SP4 7RT,UNITED KINGDOM
280330710,"CNET NETWORKS, INC.",235 SECOND STREET,,SAN FRANCISCO,CALIFORNIA,94105,
280360105,"INVISIBLE SENTINEL, INC.",3711 MARKET STREET,"SUITE 800, 8TH FLOOR",PHILADELPHIA,PENNSYLVANIA,19104,
280360144,"INVISIBLE SENTINEL, INC.",3711 MARKET STREET,"SUITE 800, 8TH FLOOR",PHILADELPHIA,PENNSYLVANIA,19104,
280380043,"PARTICLE MEASURING SYSTEMS, INC.",5475 AIRPORT BOULEVARD,,BOULDER,COLORADO,80301,
280510539,RESMED LIMITED,1 ELIZABETH MACARTHUR DRIVE,,"BELLA VISTA, NEW SOUTH WALES",,2153,AUSTRALIA
280510633,RESMED LIMITED,1 ELIZABETH MACARTHUR DRIVE,,"BELLA VISTA, NEW SOUTH WALES",,2153,AUSTRALIA
280520630,"THERASENSE, INC.",1360 SOUTH LOOP ROAD,,ALAMEDA,CALIFORNIA,94502,
280530624,"SRS LABS, INC.",2909 DAIMLER STREET,,SANTA ANA,CALIFORNIA,92705,
280540202,"G&H BRANDS, LLC",24992 NORMANS WAY,,CALABASAS,CALIFORNIA,91302,
280640271,"PETNOTE, LLC",2780 WILLOW BASKET LANE,,LAS VEGAS,NEVADA,89135,
280760390,"ATMI PACKAGING, INC.",10851 LOUISIANA AVENUE SOUTH,,BLOOMINGTON,MINNESOTA,55438,
280820845,SYMANTEC CORPORATION,350 ELLIS STREET,,MOUNTAIN VIEW,CALIFORNIA,94043,
280850621,"ROCHE DIAGNOSTICS OPERATIONS, INC.",9115 HAGUE ROAD,,INDIANAPOLIS,INDIANA,46250,
280850640,"ROCHE DIAGNOSTICS OPERATIONS, INC.",9115 HAGUE ROAD,,INDIANAPOLIS,INDIANA,46250,
280860070,CORANGE INTERNATIONAL LIMITED,"CORNER HOUSE, 20 PARLIAMENT STREET",,HAMILTON,,HM 12,BERMUDA
280860074,CORANGE INTERNATIONAL LIMITED,"CORNER HOUSE, 20 PARLIAMENT STREET",,HAMILTON,,HM 12,BERMUDA
280920342,CIRQUE CORPORATION,2463 SOUTH 3850 WEST,SUITE A,SALT LAKE CITY,UTAH,84120,
280920453,HTC CORPORATION,"NO. 23, XINGHUA ROAD",,TAOYUAN CITY 330,,,TAIWAN
280950553,"CONFORMIS, INC.",11 NORTH AVENUE,,BURLINGTON,MASSACHUSETTS,01803,
281020363,SLIPSTREAM DATA INC.,"50 BATHURST DRIVE, SUITE 12",,WATERLOO,,N2Y 2C5,CANADA
281060956,CENTERS FOR DISEASE CONTROL AND PREVENTION (CDC),4770 BUFORD HIGHWAY,MAIL STOP K79,ATLANTA,GEORGIA,30341,
281120435,TYCO HEALTHCARE GROUP LP,15 HAMPSHIRE STREET,,MANSFIELD,MASSACHUSETTS,02048,
281140849,"TARGUS GROUP INTERNATIONAL, INC.",1211 NORTH MILLER STREET,,ANAHEIM,CALIFORNIA,92806,
281300715,"SARVAZYAN, ARMEN P, DR.",1753 LINVALE HARBOURTON RD.,,LAMBERTVILLE,NEW JERSEY,08530-3302,
281450318,"HENSLER SURGICAL PRODUCTS, LLC",1003 UPPER REACH DRIVE,,WILMINGTON,NORTH CAROLINA,28409,
281450383,"BIOFORM MEDICAL, INC.",1875 SOUTH GRANT STREET,SUITE 200,SAN MATEO,CALIFORNIA,94402,
281450521,"H & M INNOVATIONS, LLC",1003 UPPER REACH DRIVE,,WILMINGTON,NORTH CAROLINA,28409,
281480981,CASE WESTERN RESERVE UNIVERSITY,10900 EUCLID AVENUE,,CLEVELAND,OHIO,44106-4971,
281530353,RESEARCH IN MOTION LIMITED,295 PHILLIP STREET,,WATERLOO,,N2L 3W8,ONTARIO
281820920,"H & M INNOVATIONS, LLC",1003 UPPER REACH DRIVE,,WILMINGTON,NORTH CAROLINA,28277,
282040419,"VONAGE NETWORK, LLC",23 MAIN STREET,,HOLMDEL,NEW JERSEY,07733,
282130824,PHILLIPS 66 COMPANY,600 N. DAIRY ASHFORD,ML 1065,HOUSTON,TEXAS,77079,
282190153,"VONAGE NETWORK, LLC",23 MAIN STREET,,HOLMDEL,NEW JERSEY,07733,
282270172,"KLEINER INTELLECTUAL PROPERTY, LLC",2681 E. CEDAR AVENUE,,DENVER,COLORADO,80209,
282300151,REYNOLDS PRESTO PRODUCTS INC.,670 N. PERKINS STREET,,APPLETON,WISCONSIN,54914,
282430955,"SKINMEDICA, INC.",5909 SEA LION PLACE,SUITE H,CARLSBAD,CALIFORNIA,92010,
282470271,SYNERON MEDICAL LTD.,"TAVOR BUILDING, P.O. BOX 550",,YOKNEAM ILLIT,,20692,ISRAEL
282510794,"SRS LABS, INC.",2909 DAIMLER STREET,,SANTA ANA,CALIFORNIA,92705,
282550472,"SKINMEDICA, INC.",5909 SEA LION PLACE,SUITE H,CARLSBAD,CALIFORNIA,92010,
282560375,SYNERON MEDICAL LTD,P.O. BOX 550,,YOKNEAM ILLIT,,,ISRAEL
282660907,"SUNESIS PHARMACEUTICALS, INC.","395 OYSTER POINT BOULEVARD, STE. 400",,SOUTH SAN FRANCISCO,CALIFORNIA,94080,
282670173,SARCODE BIOSCIENCE INC.,"1000 MARINA BOULEVARD, STE. 250",,BRISBANE,CALIFORNIA,94005,
282720874,"MERIT MEDICAL SYSTEMS, INC.",1600 WEST MERIT PARKWAY,,SOUTH JORDAN,UTAH,84095,
282770259,RESEARCH IN MOTION LIMITED,295 PHILLIP STREET,,WATERLOO,,N2L 3W8,ONTARIO
282770302,RESEARCH IN MOTION LIMITED,295 PHILLIP STREET,,WATERLOO,,N2L 3W8,ONTARIO
282790496,RESEARCH IN MOTION LIMITED,295 PHILLIP STREET,,WATERLOO,,N2L 3W8,ONTARIO
282920612,"VARMINT MASTERS, LLC",P.O. BOX 6724,,BEND,OREGON,97708,
282920615,"BATTENFELD TECHNOLOGIES, INC.",5885 W. VAN HORN TAVERN RD.,,COLUMBIA,MISSOURI,65203,
282960681,RUYAN INVESTMENT (HOLDINGS) LIMITED,28 MARBLE ROAD,"ROOM 1101, 11/F, CHINA UNITED CENTER","NORTH POINT, HONG KONG",,,HONG KONG
282980301,INTERGRAPH SOFTWARE TECHNOLOGIES,2215B RENAISSANCE DRIVE,SUITE #14,LAS VEGAS,NEVADA,89119,
283030766,TYCO HEALTHCARE GROUP LP,15 HAMPSHIRE STREET,,MANSFIELD,MASSACHUSETTS,02048,
283050187,TYCO ELECTRONICS CORPORATION,1050 WESTLAKES DRIVE,,BERWYN,PENNSYLVANIA,19312,
283070562,RESEARCH IN MOTION CORPORATION,THE CORPORATION TRUST CENTER,1209 ORANGE STREET,WILMINGTON,DELAWARE,19801,
283070568,RESEARCH IN MOTION LIMITED,295 PHILLIP STREET,,"WATERLOO, ONTARIO",,N2L 3W8,CANADA
283070589,RESEARCH IN MOTION LIMITED,295 PHILLIP STREET,,"WATERLOO, ONTARIO",,N2L 3W8,CANADA
283220204,CERTICOM (U.S.) LIMITED,1209 ORANGE STREET,THE CORPORATION TRUST CENTER,WILMINGTON,DELAWARE,19801,
283340778,THEREFORE LIMITED,2 SCALA STREET,,LONDON,,W1T 2HN,UNITED KINGDOM
283410885,"MGP MANUFACTURING, LLC",140 E. RIDGEWOOD AVENUE,SUITE 415,PARAMUS,NEW JERSEY,07652,
283420024,"MGP MANUFACTURING, LLC",140 E. RIDGEWOOD AVENUE,SUITE 415,PARAMUS,NEW JERSEY,07652,
283450881,"SONOS, INC.",223 EAST DE LA GUERRA STREET,,SANTA BARBARA,CALIFORNIA,93101,
283460977,RESEARCH IN MOTION LIMITED,295 PHILLIP STREET,,WATERLOO,,N2L 3W8,CANADA
283560443,"GENTURADX-USA, INC.",24590 CLAWITER ROAD,,HAYWARD,CALIFORNIA,94545,
283560450,"GENTURADX-USA, INC.",24590 CLAWITER ROAD,,HAYWARD,CALIFORNIA,94545,
283560466,"GENTURADX-USA, INC.",24590 CLAWITER ROAD,,HAYWARD,CALIFORNIA,94545,
283570655,"ELO TOUCH SOLUTIONS, INC.",301 CONSTITUTION DRIVE,,MENLO PARK,CALIFORNIA,94025,
283570786,"ELO TOUCH SOLUTIONS, INC.",301 CONSTITUTION DRIVE,,MENLO PARK,CALIFORNIA,94025,
283580091,"ELO TOUCH SOLUTIONS, INC.",301 CONSTITUTION DRIVE,,MENLO PARK,CALIFORNIA,94025,
283630257,PIXART IMAGING INC.,"5F, NO. 5, INNOVATION ROAD I, SCIENCE-BASED INDUSTRIAL PARK",,HSIN-CHU CITY,,,TAIWAN
283630299,PIXART IMAGING INC.,"5F, NO. 5, INNOVATION ROAD I, SCIENCE-BASED INDUSTRIAL PARK",,HSIN-CHU CITY,,,TAIWAN
283740155,SIGMA-ALDRICH CO. LLC,3050 SPRUCE ST.,,ST. LOUIS,MISSOURI,63103,
283790183,"SEMICONDUCTOR COMPONENTS INDUSTRIES, LLC",5005 E. MCDOWELL ROAD,INTELLECTUAL PROPERTY DEPT.-A242,PHOENIX,ARIZONA,85008,
284020712,ASPECT MAGNET TECHNOLOGIES LTD.,17 MOSHAV BEN SHEMEN,,MOSHAV BEN SHEMEN,,73115,ISRAEL
284150830,"PASS & SEYMOUR, INC.",50 BOYD AVENUE,,SYRACUSE,NEW YORK,13209,
284180490,ANTARES PHARMA INC.,161 CHESHIRE LANE,SUITE 100,MINNEAPOLIS,MINNESOTA,55441,
284180537,"PASS & SEYMOUR, INC.",50 BOYD AVENUE,,SYRACUSE,NEW YORK,13209,
284310104,"ADVANCED TRANSIT DYNAMICS, INC.",245 UTAH AVENUE,,SOUTH SAN FRANCISCO,CALIFORNIA,94080,
284340013,RESEARCH IN MOTION LIMITED,295 PHILLIP STREET,,WATERLOO,,N2L 3W8,CANADA
284580015,MIMEDX GROUP INC.,60 CHASTAIN CENTER BOULEVARD,SUITE 60,KENNESAW,GEORGIA,30144,
284580111,MIMEDX GROUP INC.,60 CHASTAIN CENTER BOULEVARD,SUITE 60,KENNESAW,GEORGIA,30144,
284590935,"HOLOGIC, INC.",35 CROSBY DRIVE,,BEDFORD,MASSACHUSETTS,01730,
284620312,IBIQUITY DIGITAL CORPORATION,6711 COLUMBIA GATEWAY DRIVE,SUITE 500,COLUMBIA,MARYLAND,21046,
284820925,"SUROS SURGICAL SYSTEMS, INC.",6100 TECHNOLOGY CENTER DRIVE,NORTHWEST TECHNOLOGY CENTER,INDIANAPOLIS,INDIANA,46278,
284830767,EASTMAN CHEMICAL COMPANY,100 NORTH EASTMAN ROAD,,KINGSPORT,TENNESSEE,37660,
284830808,"ADVANCED MEDICAL OPTICS, INC.",1700 E. ST. ANDREW PLACE,,SANTA ANA,CALIFORNIA,92705,
284840823,"MOSTYN, J. STEVE",3810 W. ALABAMA,,HOUSTON,TEXAS,77027,
284860935,SUNPOWER CORPORATION,77 RIO ROBLES,,SAN JOSE,CALIFORNIA,95134,
284960638,RESEARCH IN MOTION LIMITED,295 PHILLIP STREET,,WATERLOO,,N2L 3W8,ONTARIO
285030555,INTERVET INTERNATIONAL B. V.,WIM DE KORVERSTRAAT 35,,5831 AN BOXMEER,,,NETHERLANDS
285220627,"GENII, INC.","2145 WOODLANE DRIVE, SUITE 101-W",,ST. PAUL,MINNESOTA,55125,
285240118,"ORION ENERGY SYSTEMS, INC.",2210 WOODLAND DRIVE,,MANITOWOC,WISCONSIN,54220,
285250059,ASETEK A/S,"SALTUMVEJ 27, DK-970",,BRONDERSLEV,,,DENMARK
285310936,"H & M INNOVATIONS, LLC",1003 UPPER REACH DRIVE,,WILMINGTON,NORTH CAROLINA,28409,
285320087,"HENSLER SURGICAL PRODUCTS, LLC",1003 UPPER REACH DRIVE,,WILMINGTON,NORTH CAROLINA,28409,
285320116,"H & M INNOVATIONS, LLC",1003 UPPER REACH DRIVE,,WILMINGTON,NORTH CAROLINA,28409,
285350980,RESEARCH IN MOTION UK LIMITED,36 STATION ROAD,CENTRUM HOUSE,"EGHAM, SURREY",,TW20 9LF,UNITED KINGDOM
285360187,HIRSCHMANN CAR COMMUNICATION GMBH,STUTTGARTER STRASSE 45-51,,NECKARTENZLINGEN,,D-72654,GERMANY
285420360,"FIRE KING SECURITY PRODUCTS, LLC",101 SECURITY PARKWAY,,NEW ALBANY,INDIANA,47150,
285440819,TYCO ELECTRONICS LOGISTICS AG,AMPERESTRASSE 3,,STEINACH,,9323,SWITZERLAND
285440963,TYCO ELECTRONICS SERVICES GMBH,RHEINSTRASSE 20,,SCHAFFHAUSEN,,8200,SWITZERLAND
285480184,"MOLECULAR DEVICES, LLC",1311 ORLEANS DRIVE,,SUNNYVALE,CALIFORNIA,94089,
285540785,TYCO ELECTRONICS CORPORATION,1050 WESTLAKES DRIVE,,BERWYN,PENNSYLVANIA,19312,
285550164,"GC BOSTON ACQUISITION, LLC",324 MAIN STREET,,SIMPSON,PENNSYLVANIA,18407,
285550174,TYCO ELECTRONICS CORPORATION,1050 WESTLAKES DRIVE,,BERWYN,PENNSYLVANIA,19312,
285620148,"GC BOSTON ACQUISITION, LLC",324 MAIN STREET,,SIMPSON,PENNSYLVANIA,18407,
285640528,RESEARCH IN MOTION UK LIMITED,36 STATION ROAD,CENTRUM HOUSE,"EGHAM, SURREY",,TW20 9LF,UNITED KINGDOM
285830646,ANSELL PROTECTIVE SOLUTIONS AB,JOHN KOCKSGATAN 10,,TRELLEBORG,,SE-231 81,SWEDEN
285880310,"HOLOGIC, INC.",35 CROSBY DRIVE,,BEDFORD,MASSACHUSETTS,01730,
285970618,"HOLOGIC, INC.",35 CROSBY DRIVE,,BEDFORD,MASSACHUSETTS,01730,
286010438,"GC BOSTON ACQUISITION, LLC",324 MAIN STREET,,SIMPSON,PENNSYLVANIA,18407,
286150626,NOVARTIS AG,35 LICHTSTRASSE,,BASEL,,4056,SWITZERLAND
286320158,"HOLOGIC, INC.",35 CROSBY DRIVE,,BEDFORD,MASSACHUSETTS,01730,
286410195,"ELO TOUCH SOLUTIONS, INC.",301 CONSTITUTION DRIVE,,MENLO PARK,CALIFORNIA,94025,
286440549,"FOGARTY, THOMAS J., M.D.",5660 ALPINE ROAD,,PORTOLA VALLEY,CALIFORNIA,94028,
286440649,"BIOLUCENT, INC.",35 CROSBY DRIVE,,BEDFORD,MASSACHUSETTS,01730,
286580722,CIRQUE CORPORATION,2463 SOUTH 3850 WEST,SUITE A,SALT LAKE CITY,UTAH,84120,
286760313,RESEARCH IN MOTION LIMITED,295 PHILLIP STREET,,WATERLOO,,N2L 3W8,ONTARIO
286810983,BLATCHFORD PRODUCTS LIMITED,LISTER ROAD,BASINGSTOKE,HAMPSHIRE,,RG22 4AH,UNITED KINGDOM
286970784,"ITE, LLC",424 WARDS CORNER ROAD,,LOVELAND,OHIO,45140,
287160079,"DYNAMICOPS, INC.","ONE WALL STREET, FLOOR 2",,BURLINGTON,MASSACHUSETTS,01803,
287360594,ROBERT BOSCH GMBH,POSTFACH 30 02 20,,STUTTGART,,70442,GERMANY
287360659,"OBJECTVIDEO, INC.","11600 SUNRISE VALLEY DRIVE, SUITE 290",,RESTON,VIRGINIA,20191,
287430140,RESEARCH IN MOTION CORPORATION,1209 ORANGE STREET,,WILMINGTON,DELAWARE,19801,
287430264,RESEARCH IN MOTION UK LIMITED,"CENTRUM HOUSE, 36 STATION ROAD",,"EGHAM, SURREY",,TW20 9LF,UNITED KINGDOM
287430352,RESEARCH IN MOTION LIMITED,295 PHILLIP STREET,,"WATERLOO, ONTARIO",,N2L 3W8,CANADA
287430376,RESEARCH IN MOTION LIMITED,295 PHILLIP STREET,,"WATERLOO, ONTARIO",,N2L 3W8,CANADA
287440064,PIXART IMAGING INC.,"5F, NO. 5, INNOVATION ROAD I, SCIENCE-BASED INDUSTRIAL PARK",,HSIN-CHU CITY,,,TAIWAN
287510308,"VMWARE, INC.",3401 HILLVIEW AVENUE,,PALO ALTO,CALIFORNIA,94304,
287610224,"IDEV TECHNOLOGIES, INC.",253 MEDICAL CENTER BOULEVARD,,WEBSTER,TEXAS,77598,
287790716,RESEARCH IN MOTION LIMITED,295 PHILLIP STREET,,WATERLOO,,N2L 3W8,CANADA
288060924,"DEXCOM, INC.",5555 OBERLIN DRIVE,,SAN DIEGO,CALIFORNIA,92121,
288110808,"ATEN INTERNATIONAL CO., LTD.","3F,NO.125,SEC. 2, DATUNG RD. SIJHIH DIST.",,NEW TAIPEI CITY,,221,TAIWAN
288170220,"DTS CANADA HOLDINGS, INC.",5220 LAS VIRGENES RD.,,CALABASAS,CALIFORNIA,91302,
288170274,"DTS, INC.",5220 LAS VIRGENES RD.,,CALABASAS,CALIFORNIA,91302,
288170471,"DTS CANADA HOLDINGS, INC.",5220 LAS VIRGENES RD.,,CALABASAS,CALIFORNIA,91302,
288170553,"DTS, INC.",5220 LAS VIRGENES RD.,,CALABASAS,CALIFORNIA,91302,
288340483,INO THERAPEUTICS LLC,"PERRYVILLE III, CORPORATE PARK",53 FRONTAGE ROAD,HAMPTON,NEW JERSEY,08827,
288410778,"HUNT TECHNOLOGIES, INC.","6436 COUNTY ROAD 11,",,"PEQUOT LAKES,",MINNESOTA,56472,
288450551,GMEDELAWARE 2 LLC,2560 GENERAL ARMISTEAD AVENUE,,AUDUBON,PENNSYLVANIA,19403,
288760049,ABBOTT DIABETES CARE INC.,1360 SOUTH LOOP ROAD,,ALAMEDA,CALIFORNIA,94502,
288770567,PANALYTICAL B.V.,LELYWEG 1,,ALMELO,,7602EA,NETHERLANDS
288820413,IBIQUITY DIGITAL CORPORATION,8865 STANFORD BOULEVARD,SUITE 202,COLUMBIA,MARYLAND,21045,
288820587,IBIQUITY DIGITAL CORPORATION,8865 STANFORD BOULEVARD,SUITE 202,COLUMBIA,MARYLAND,21045,
288890211,"TARGUS GROUP INTERNATIONAL, INC.",1211 NORTH MILLER STREET,,ANAHEIM,CALIFORNIA,92806,
288970942,MEVIS MEDICAL SOLUTIONS AG,UNIVERSITAETSALLEE 29,,BREMEN,,28359,GERMANY
289010018,"DOLBY LABORATORIES, INC.",100 POTRERO AVENUE,,SAN FRANCISCO,CALIFORNIA,94103,
289010086,DOLBY LABORATORIES LICENSING CORPORATION,100 POTRERO AVENUE,,SAN FRANCISCO,CALIFORNIA,94103,
289030401,MUSCULOSKELETAL TRANSPLANT FOUNDATION,"EDISON CORPORATE CENTER, SUITE 300",125 MAY STREET,EDISON,NEW JERSEY,08837,
289040811,HICKIES CORP.,P.O. BOX 3140 ROAD TOWN,,TORTOLA,,,"VIRGIN ISLANDS, BRITISH"
289170001,LOGLOGIC INC,110 ROSE ORCHARD WAY,SUITE 200,SAN JOSE,CALIFORNIA,95134,
289240004,"HICKIES, INC.",2 NORTHSIDE PIERS,APARTMENT 20C,BROOKLYN,NEW YORK,11211,
289410622,TYCO ELECTRONICS SERVICES GMBH,RHEINSTRASSE 20,,SCHAFFHAUSEN,,,SWITZERLAND
289440379,"WELCH ALLYN, INC.",4341 STATE STREET ROAD,,SKANEATELES FALLS,NEW YORK,13153-0220,
289440851,"UCHICAGO ARGONNE, LLC",5801 SOUTH ELLIS AVENUE,,CHICAGO,ILLINOIS,60637,
289620677,"BROMIUM, INC.","20813 STEVENS CREEK BLVD., STE 150",,CUPERTINO,CALIFORNIA,95014,
289640434,RESEARCH IN MOTION LIMITED,295 PHILLIP STREET,,WATERLOO,,N2L 3W8,ONTARIO
289660527,RESEARCH IN MOTION LIMITED,295 PHILLIP STREET,,WATERLOO,,N2L 3W8,ONTARIO
289680873,"CHRIMAR SYSTEMS, INC.","36528 GRAND RIVER AVENUE, SUITE A-1",,FARMINGTON HILLS,MICHIGAN,48335,
289700156,TERVIS TUMBLER COMPANY,201TRIPLE DIAMOND BLVD.,,NORTH VENICE,FLORIDA,34275,
289700309,TERVIS TUMBLER COMPANY,201 TRIPLE DIAMOND BLVD.,,NORTH VENICE,FLORIDA,34275,
289710969,"CINSAY, INC.","13355 NOEL ROAD, SUITE 400",,DALLAS,TEXAS,75240,
289720453,"NUVASIVE, INC.",7475 LUSK BOULEVARD,,SAN DIEGO,CALIFORNIA,92121,
289800485,"ADVANCED MEDICAL OPTICS, INC.",1700 E. ST. ANDREW PLACE,,SANTA ANA,CALIFORNIA,92705,
289840517,LUMINEX CORPORATION,12212 TECHNOLOGY BOULEVARD,,AUSTIN,TEXAS,78727,
289880897,COREL CORPORATION,1600 CARLING AVENUE,,OTTAWA,,K1S3S2,CANADA
289930114,"BROMIUM, INC.","20813 STEVENS CREEK BLVD., STE. 150",,CUPERTINO,CALIFORNIA,95014,
290020941,RESEARCH IN MOTION LIMITED,295 PHILLIP STREET,,WATERLOO,,N2L 3W8,CANADA
290120834,ACORN PRODUCT DEVELOPMENT,6140 STEVENSON BLVD.,,FREMONT,CALIFORNIA,94538,
290120882,BRITA LP,1221 BROADWAY,,OAKLAND,CALIFORNIA,94612,
290180184,"NUVASIVE, INC.",7475 LUSK BOULEVARD,,SAN DIEGO,CALIFORNIA,92121,
290200180,ENDOSENSE SA,"42, ROUTE DE SATIGNY",,"MEYRIN, GENEVA",,1217,SWITZERLAND
