assignee_id,assignee_organization,assignee_type,assignee_lastknown_country,assignee_total_num_patents,assignee_total_num_inventors,nb_marked_patents,proportion_marked_patents
87bf5093-25f0-41b7-a9d7-1f4cad5de668,"ALTIRIS, INC.",2,US,3,5,1,0.333
88594423-3492-4f8a-8665-9fc325b28334,"GENERAL MILLS IP HOLDINGS II, LLC",2,US,21,38,15,0.714
89ba7913-2429-4ba4-849b-ca2fb7e6cfe6,William P. Young Company,2,US,13,10,1,0.077
8f864373-3674-4ccb-aee2-d4d568d262e7,"GLOBAL DENTAL IMPRESSION TRAYS, INC.",2,US,19,1,4,0.211
95cc93fd-9ed4-4a0c-bdcb-51a0fd1a1085,ADC MEDICAL LIMITED,3,TW,255,117,1,0.004
9a9750eb-5735-4932-830c-938c98b22faa,Micro Therapeutics,2,US,103,70,1,0.01
9b88047c-a8e5-443c-ab5a-1d68e7f547eb,"Cervitech, Inc.",2,US,21,3,9,0.429
9db6aa93-6eaf-4a01-8883-0a495d9ee1e2,"Netrics.com, Inc.",2,US,1,2,1,1.0
a7f7561b-4988-4ec4-8802-c3d2593ff08e,Avago Technologies General IP (Singapore) Pte. Ltd.,3,SG,1854,2058,2,0.001
a822a102-72c3-47e1-a6b1-7cd1a65e368b,Microsemi Corp.—Analog Mixed Signal Group Ltd.,3,IL,67,41,3,0.045
a849c20d-25dc-4e48-b640-9ad37efffd8a,"ForHealth Technologies, Inc.",2,US,22,14,1,0.045
a88766e3-1d08-48e0-b7db-77115768bd19,Symantec Operating Corporation,2,US,554,488,120,0.217
ab22cd27-ae75-4785-aaf3-ea604fd52a3b,AMGEN FREMONT INC.,2,US,77,143,4,0.052
afa3fbc6-d3ba-47a5-90ab-f882d1f4ac17,GECKO ALLIANCE GROUP INC.,3,CA,38,25,19,0.5
b334d653-d966-4bd3-bffd-b80df12d4e03,"Levtech, Inc.",2,US,14,2,6,0.429
b53f4a4a-00e0-43ea-ad6f-ed15297a8fbe,Avocent Redmond Corp.,2,US,7,11,2,0.286
b7074ede-80c4-457e-a24a-209ac639c2ec,"Petroleum Analyzer Company, LP",2,US,14,18,7,0.5
b876abc5-218b-4361-adcc-3aba58372bd0,Control4 Corporation,2,US,64,47,3,0.047
b96f3231-70fb-4e93-a209-ea2a34608eca,UltraShape Ltd.,3,IL,7,7,6,0.857
bc680c80-9f26-4973-8fa7-64beebc57080,Quandrant Drug Delivery Limited,3,GB,2,1,1,0.5
c5ca2e50-eebb-4a73-a798-4c3f0c2fda58,CNET Europe SA,3,CH,2,6,2,1.0
c62dbd68-154c-43db-97ff-0fa0c56d50af,"MDC Investment Holdings, Inc.",2,US,41,20,1,0.024
c6414949-a287-4dbd-88e2-dd128a311ee2,"Ultimate Ears, LLC",2,US,5,2,1,0.2
c87d62ad-8a62-4b21-9279-d4afbf158079,Siemens Medical Solutions Diagnostics,2,US,10,22,2,0.2
cc3f623d-df98-491f-b008-3b8487c2e608,"AMO MANUFACTURING USA, LLC",2,US,95,45,41,0.432
ccc1507b-a5e4-4e45-8d90-e28100b3c667,"Sharp Laboratories of America, Inc.",2,US,2054,436,7,0.003
ce67f054-d262-4e63-b848-1898b95d39d5,"SLS International, Inc.",2,US,3,1,1,0.333
cefee09a-5fe5-4003-b4db-6e93ef808cbe,"Neose Technologies, Inc.",2,US,55,44,3,0.055
d029284c-2359-4907-88aa-145c9b34d6a9,Abbott Laboratories Vascular Enterprises Limited,3,IE,91,78,1,0.011
d063632b-7049-4d58-bf44-ce16cbeb161d,Nelicor Puritan Bennett LLC,3,US,1,3,1,1.0
d0828c82-6b89-4e41-b4f6-1a7df027e7b5,"BELKIN INTERNATIONAL, INC.",2,US,342,172,5,0.015
d0978949-98f6-43f7-8397-dd192649a2dc,BASFD Catalysts LLC,2,US,1,3,1,1.0
d0ae2a5f-1644-4b35-9c19-f2c50ee824c5,"Protec Rail Products, Inc.",2,US,1,5,1,1.0
d0e00793-34ee-40b2-b1e3-e8af0c7fb38f,"Bestway, Inc.",2,US,8,6,2,0.25
d17efae0-9558-48d2-8b15-997965834b94,VWS (UK) LTD.,3,GB,13,10,8,0.615
d7408327-79c9-4e26-a75b-ef86d9ed4d3d,"Avid Technolgy, Inc.",2,US,1,8,1,1.0
d8adc0d0-4540-4844-af0c-3c4917b3e95a,X-Rite Europe GmbH,3,CH,29,40,22,0.759
da3bc901-1fd5-43f3-88ff-9f2d3888015c,,4,US,1,4,1,1.0
de60bcca-314c-4943-9908-121e44432400,Xenon Corporation,2,US,107,144,5,0.047
dfee56cb-3d68-4bae-a60e-e5256623dcf4,INO Therapeutics LLC,2,US,38,33,11,0.289
e00cb49c-208d-4fee-88ed-f89285c68686,Corange International Limited,3,BM,3,5,3,1.0
e307c2b0-8784-4ea0-8bed-83f39c1c7e68,Tyco Healthcare Group LP,2,US,1162,743,67,0.058
e4976922-0ba1-4e5a-8de5-67cf70f1e73d,Istituto di Ricerche di Biologia Molecolare P. Angeletti S.r.l.,3,IT,72,128,2,0.028
e71f1c7a-8550-453b-9861-f35942965501,Invacre Corp.,2,US,1,2,1,1.0
e8ccecec-459e-40b4-8872-5080c7f7c6c8,"Globus Medical, Inc.",2,US,1043,371,180,0.173
ea0113ff-ced2-4ffb-9aba-3c47f527f3c4,"DIApedic, L.L.C.",2,US,1,4,1,1.0
ed261eee-18f6-48f4-bbcc-e7919d5abcf4,"FOUNDRY NETWORKS, LLC",2,US,205,112,32,0.156
f0bb506e-ad63-4370-ad3e-f225958bc557,ACTELION PHARMACEUTICALS LTD,3,CH,198,170,10,0.051
f283bde0-d875-4f56-9a24-07e65264c583,Native Instruments Software Synthensis GmbH,3,DE,1,1,1,1.0
f9681b81-e176-47d6-8061-d39844131936,"Hamilton Beach Brands, Inc.",2,US,286,134,33,0.115
fb7a9229-45cf-4462-9304-8744473f02df,"Bath & Body Works Brand Management, Inc.",2,US,63,39,1,0.016
fbf97508-74fe-4f1d-90a3-e2c7d3afeeec,HIRSCHMANN CAR COMMUNICATION GmbH,3,DE,17,24,6,0.353
fe09edfd-aa00-49ab-b2ce-f02d96314d56,"Electrical Reliability Services, Inc.",2,US,6,7,4,0.667
05a3ef6f-507c-47f7-9e98-0d82b817727a,"CommvVault Systems, Inc.",2,US,1,4,1,1.0
0756719c-edb7-4583-a379-a70b267d6c9d,The Glad Products Company,2,US,263,134,14,0.053
0769b69e-e9b3-490e-906e-f660f00f9fed,"GE Homeland Protection, Inc.",2,US,36,65,2,0.056
1157269c-d3c6-47db-8609-64045411c8bc,AWAREPOINT CORPORATION,2,US,33,18,22,0.667
16bc34f2-ee06-4160-8ad5-23376298b021,"UDT Sensors, Inc.",2,US,23,6,1,0.043
16eff345-1e5d-4d90-8ac8-1fc57fa7a4c0,"Artahn Laboratories, Inc.",2,US,1,2,1,1.0
19569466-a6d0-4a51-a463-99c97133d032,"M. M. & R. Products, Inc.",2,US,24,16,8,0.333
1a59a3e6-8693-45f7-8eac-0c21d898ad80,Idaho Research Foundation,2,US,122,159,3,0.025
1f092f24-60d8-4d4b-881a-8dd119af0223,"Phoseon Technology, Inc.",2,US,89,38,28,0.315
1ff28d0b-bfa8-4d22-9f15-6e2fc25a2539,Macrovision Corporation,2,US,137,68,1,0.007
222501b4-2312-4f6e-8d62-f2859ebb54d2,"Hil-Rom Services, Inc.",2,US,2,17,1,0.5
278eca67-f459-498e-b7d5-91314a18e5ba,M-Stack Limited,3,GB,43,12,1,0.023
314ea638-4052-4f1c-9f04-a8994ab6fb0c,"AMO Development, LLC",2,US,163,136,22,0.135
330716d8-5626-4e2c-93f6-0751a619a0f4,InterVideo Digital Technology Corporation,3,TW,1,2,1,1.0
36f43de8-f034-400f-8061-7b1ef7ca41ec,Sensitive Object,3,FR,5,4,5,1.0
377a7027-8fad-44ff-bdbf-f306e879ebcf,"PHANOS TECHNOLOGIES, INC.",2,US,6,5,3,0.5
3c783580-f1d1-42bc-81fe-3136b1037bbe,"Optimer Pharmaceuticals, Inc.",2,US,24,30,3,0.125
3e13f2e2-af22-482d-953a-a3f03e7f0c13,Optima Healthcare Inc.,3,TW,2,3,1,0.5
3fac9511-f6ba-4c10-b639-21c166733b75,"WARSAW ORTHOPEDIC, INC.",2,US,1910,799,2,0.001
3fd8edfc-15cf-4a16-a9a0-fedc3e7654b8,Nufem,2,US,2,7,1,0.5
44b4577f-546b-415e-9bdd-a563e1364a3f,"Nanodrop Technologies, LLC",2,US,5,8,3,0.6
44ead754-88f3-44ac-8ec9-e7215c6c79c8,"REELEX Packaging Solutions, Inc.",2,US,19,10,4,0.211
4716a119-5dea-495d-b6ed-fff7df033127,"Gerneral Mills, Inc.",2,US,1,3,1,1.0
476913c2-e6d6-4d09-aecd-c32bb1d0c48a,"C.R. Bard, Inc.",2,US,1400,988,66,0.047
48b4a57f-7f68-4c6f-acbc-cb93d8923e96,Pvaxx Research and Development Limited,3,GB,6,4,1,0.167
4afad533-c99a-4e06-9d2e-1d66fb11a06d,CSL Limited,3,AU,127,167,1,0.008
532170c4-9bc6-4afb-8ed1-cc62df9e059f,"SAND Investment Holdings, LLC",2,US,4,11,1,0.25
553bd2f1-f158-4ab7-aa50-da9e8be418b5,R.B.T. (Rakuto Bio Technologies) Ltd.,3,IL,13,15,1,0.077
55e0f09b-e41e-4feb-98c6-887d7ff9f70c,"Daktronics Hoist, Inc.",2,US,8,1,8,1.0
571e9de5-257e-4b5a-9315-7d87f5ed749d,Kent Displays Inc.,2,US,58,43,6,0.103
5c0835f0-c826-42e0-a5bb-4cc18f086fc2,Aaron Investment Company,2,US,11,11,1,0.091
5c321da6-d490-4f11-8549-0dae6c3b216f,Hamworthy Combustion Engineering Limited,3,GB,9,6,2,0.222
601fdc3e-709c-4cfd-8733-8362930cbfde,,5,CA,1,3,1,1.0
63704e1b-90fe-4284-a4f7-da2e7b9df6f7,LES LABORATORIES SERVIER,3,FR,321,468,4,0.012
665678bd-01bf-47a4-9afb-d90dd2ce8db8,"Orion Energy Systems, Inc.",2,US,91,29,33,0.363
67f4bfe8-7682-438d-8cba-83100f4c300a,MW Encap Limited,3,GB,2,4,1,0.5
691cdb6d-4b2c-4f7f-8d22-22f00e1939c8,Intergraph Software Technologies Company,2,US,13,22,7,0.538
69d76c9a-e212-4df5-9e06-c3402494c67d,Calgene Corporation,2,US,165,120,1,0.006
69efb2a8-e48d-43be-959b-57d9568622c9,"Nanosphere, Inc.",2,US,61,41,3,0.049
6a0e9e78-7efb-46d6-b025-ff412dbb0ad8,"Ellman International, Inc.",2,US,9,4,7,0.778
6ab71e5c-e56b-44f7-9a7b-c344d22e80c9,Stratagene California,2,US,45,49,2,0.044
6bccfa7f-0505-41d7-a943-94ea180db2f5,Monanto Technology LLC,2,US,2,12,1,0.5
6d6828b8-df94-4ebb-b53e-0b734b9126c0,Institute for Systems Biology,2,US,63,95,4,0.063
6e220de7-5dc7-4ad7-b4c8-133848cfad35,Blue Lane Technologies Inc.,2,US,1,1,1,1.0
715efb08-24fd-4e8c-9f90-a202b726d6eb,"Jarna, Inc.",2,US,1,2,1,1.0
73c579fb-ec15-4825-bf5f-ce444b58c224,Alveolus Inc.,2,US,3,4,3,1.0
742f10b3-7f81-4264-ab40-b9da266af13c,RECKITT BENCKISER HEALTH LIMITED,3,GB,1000,699,29,0.029
7466c6b0-3b85-4c5f-949b-95da73f34e5d,"Stryker Canadian Management, Inc.",3,CA,5,17,5,1.0
766ebb71-c8f0-49b1-8bb5-7879b69fba2b,ARES TRADING S.A.,3,CH,112,196,2,0.018
7768934f-b3bf-4b42-a14c-d9d2a3c3a382,"Williams-Pyro, Inc.",2,US,26,26,1,0.038
7ecf3c97-a673-452b-aacd-aab81c473539,"PAC, LLC",2,US,5,4,1,0.2
82d594b2-10ff-4dcc-bfa0-c98ba3157d45,SUNPOWER CORPORATION,2,US,726,413,80,0.11
847d0527-c913-42f9-8203-a19bfeb510ac,Paraytec Limited,3,GB,3,6,1,0.333
85f6fe95-918a-465c-a19d-1a6acdb127a4,"Gemini Holdings, LLC",2,US,69,60,5,0.072
8778e911-1397-4937-a8e7-bf4443a383cb,"WMware, Inc.",2,US,13,47,7,0.538
881ba6db-9c9d-4774-afba-b97b752486f2,THE SCRIPPS RESEARCH INSTITUTE,2,US,1063,1121,8,0.008
89574bd6-2462-4e4d-8fb4-ada00a3b6775,BTF PTY LTD.,3,AU,6,7,2,0.333
89c3af59-5328-4410-943d-22f4b42a81d0,WACKER POLYMER SYSTEMS GMBH & CO. KG,3,DE,42,48,1,0.024
8a0663bb-b4aa-4189-be43-0ed854aa56c9,Vonage Holdings Corp.,2,US,2,3,1,0.5
97b16d9e-93bd-4d94-806d-ee833bbe5d7b,SMART TECHNOLOGIES ULC,3,CA,171,196,28,0.164
985200ca-e44f-40c0-8950-02411eca6181,"Eragen Biosciences, Inc.",2,US,11,18,4,0.364
9966b7ab-5ed4-486d-9102-79c1d615f8f2,The University of Chicago,2,US,697,986,1,0.001
9af7d561-2c02-41d4-8ce8-e3954fc5eded,AMO Groningen B.V.,3,NL,103,48,15,0.146
9f8c8aca-9607-41bc-8a19-94f69a40bf9b,NOKIA TECHNOLOGIES OY,3,FI,11458,7020,3,0.0
a17bb4e7-724d-4258-863a-124a57cd43a3,"Supernus Pharmaceuticals, Inc.",2,US,64,33,4,0.062
a280de80-541e-4796-8d07-8365d8ec3fdc,"Spinal Modulation, Inc.",2,US,25,20,5,0.2
a3cbef71-54c5-4db5-9d3c-4bed5261ec17,"Merck HDAC Research, LLC",2,US,12,8,3,0.25
a4f550ba-6da3-45ff-a5c3-dfec263f8a12,"Siperian, Inc.",2,US,2,5,2,1.0
a5db2454-8200-4422-9f94-1721d3b73e6d,Apogee Biotechnology Corporation,2,US,4,4,1,0.25
a97e6d67-97fc-41a9-8760-2984f99bd940,BASF CATALYSTS LLC,2,US,77,109,32,0.416
b0519ff4-a5c6-4b00-aff8-91df140f216b,,5,DK,1,1,1,1.0
b4a49d6a-2ad6-4a42-8f81-5d614f42c87b,Pinnacle Product Solutions,2,US,69,90,2,0.029
b5eca3e1-4d62-47d1-9f63-8d79861b4683,"Euphonix, Inc.",2,US,9,17,1,0.111
b7783586-ea44-463f-af97-be05d9e03877,NEXIDIA INC.,2,US,24,20,15,0.625
bed1ba77-ddcd-4637-afa3-b539bdc4b637,Corel TW Corp.,3,TW,13,21,2,0.154
bfbbb1dc-7e53-45c5-bba3-e2f830ef2507,SYNGENTA PARTICIPATIONS AG,3,CH,1543,989,5,0.003
c27d4870-5a19-427a-bd86-e10c198f0820,"Sunesis Pharmaceuticals, Inc.",2,US,62,121,1,0.016
c309edd4-632f-470c-aea6-f3b85b1204b3,"ConforMIS, Inc.",2,US,129,35,45,0.349
cb1a2c9a-0e04-4e6b-ac57-c2f9f7e71493,"Vonage Network, LLC",2,US,91,78,20,0.22
cb740cc2-57ec-4124-8a7d-fb92bed3809a,Eppendorf Array Technologies S.A.,3,BE,12,17,1,0.083
cb818848-8d32-48f0-9efd-f116faa229e6,Cirba IP Inc.,3,CA,11,5,9,0.818
cc162cb1-9bfe-47b7-b5fe-0db1f6804593,OLINK AB,3,SE,11,10,1,0.091
cc23e926-af27-43cc-bbea-8bc78fb98c87,"Pass & Seymore, Inc.",2,US,1,5,1,1.0
d0b87e66-c707-47a9-be75-0cc00d179cdb,"BACKSAVER INTERNATIONAL, INC.",2,US,7,2,1,0.143
d24c8ec9-392c-46ee-a0d4-e43bf145982b,"Young Town Enterprises Co., Ltd.",3,US,4,4,1,0.25
d555a1f8-9212-4e54-b814-ebca2d81f571,"SIPCO, LLC",2,US,40,6,30,0.75
d56a1520-7581-4720-9a8f-3c2a78801c23,MAQUET CARDIOVASCULAR LLC,2,US,114,127,8,0.07
d85c0d79-461a-413a-8c6a-c321fcfab420,Federal Mogul S.A.,3,BE,495,429,3,0.006
d9e783f0-262d-4376-895f-9de12aacc3d0,Xtreamlok Pty. Ltd,3,AU,2,3,1,0.5
df3ff09f-3c7c-423f-82bc-d5733a8f65bb,"Foster-Miller, Inc.",2,US,228,317,1,0.004
e3e16b4a-aba6-4da0-8d41-b012c689b50f,COVIDIEN LP,2,US,5821,2343,160,0.027
e54deccd-5f81-4292-a439-271e14825089,"NEWTON RUNNING COMPANY, INC.",2,US,8,3,3,0.375
e56be287-62af-459a-b773-ff3ed183d582,AISIN SEIKI KABUSHIKI KAISHA,3,JP,5128,3692,1,0.0
eb30e9d7-d1c7-445e-9a22-d83a81f174d6,SWISSLOG ITALIA S.P.A.,3,IT,10,11,1,0.1
efabde94-f293-4016-b059-17ea5e6a0331,Thermo Niton Analyzers LLC,2,US,20,24,9,0.45
f28cd2ba-cc50-4cd8-b082-622b7433af90,"Soma Research, LLC",2,US,9,7,1,0.111
f3c56a01-b0fd-4af5-82b1-a563324fccbc,Wonderland Nurserygoods Company Limited,3,CN,444,139,10,0.023
f8e5036b-edbf-4b0d-88d1-7532bad8587d,THE UNIVERSITY OF QUEENSLAND,3,AU,328,522,1,0.003
fa7e98ce-3ed1-452e-9aee-baed633996fa,"Minnesota Thermal Science, LLC",2,US,8,6,6,0.75
fe9ac0bd-92de-4d63-a16a-dea9de5a73e6,"DexCom, Inc.",2,US,617,256,64,0.104
019ae16c-b2ce-4b5b-8740-ad21dcd94e08,"Sinexus, Inc.",2,US,5,4,3,0.6
03545702-e778-42a5-adf8-d35a5d7c1d51,University of Virginia Patent Foundation,2,US,707,947,3,0.004
03c29547-cdab-4b92-9074-d75207d6bd63,"Wall Ace, LLC",2,US,21,22,1,0.048
03c72075-c4b7-4436-a63e-38d53b5c3c6a,MDS Analytical Technologies (US) Inc.,2,US,12,28,1,0.083
0530ec4e-0c9d-41f8-a9ff-b3b595d5ec2b,"RIDETONES, INC",3,CA,6,3,1,0.167
0b975edc-c988-405a-a8e9-6013081e721f,"MEDRAD, Inc.",2,US,297,244,10,0.034
0c949feb-f24a-41ce-9e5a-ec1668e4211f,PANASONIC CORPORATION,3,JP,16467,11387,7,0.0
0e2261fd-9864-4898-8141-58a5d89a9eda,"Shanghai Zhenxin Electronic Engineering Co., Ltd.",3,CN,2,1,1,0.5
0ea45340-57c3-42bd-9ff0-13385bc9db4a,"Blackhawk Network, Inc.",2,US,56,42,9,0.161
0f95eb2d-e4bf-453a-b15d-770b367db0a0,"Shenzhen Mindray Biomedical Electronics Co., Ltd.",3,CN,2,10,1,0.5
1122d3e3-1aaf-48e5-92e5-7e68d23eb603,Ewa Herbst & Associates,2,US,1,1,1,1.0
18ca6c03-c48d-4026-9e54-a1bb47518793,Avocent Fremont Corp.,2,US,5,7,4,0.8
238c9fe5-8084-42c4-bcfa-9007d7ad8ab5,Roche Operations Ltd.,3,BM,44,47,17,0.386
25a6b580-9639-4aba-9024-dadf2628e4b2,Mystery Ranch,2,US,12,3,9,0.75
25aa913c-d164-495f-a3ad-edeb6d008993,Zipher Limited,3,GB,14,16,10,0.714
2fd5280e-524a-40c3-bad4-836e0db4585f,"Battenfeld Technologies, Inc.",2,US,117,77,17,0.145
3179430c-f192-486a-84fe-80c09f43a19d,"Lab Partners Associates, Inc.",2,US,43,5,4,0.093
3441622b-13af-4ccb-a658-dd9fb2f9c25b,Milwaukee Electric Tool Corporation,2,US,1036,498,1,0.001
34502345-8efa-4be5-9dba-6b0560456b1e,TOKYO ELECTRON LIMITED,3,JP,7882,4281,1,0.0
35a3574c-fae0-4144-8272-514a12648396,"Tenacious Holdings, Inc.",2,US,81,19,2,0.025
36bbeb70-9f21-4de3-8f53-01b9fed11e90,EMC IP Holding Company LLC,2,US,8549,5357,3,0.0
38210a30-d998-459d-a1c8-d703b3df24c8,PRIMAL FUSION INC.,3,CA,39,18,14,0.359
3b880784-a344-4c37-8c17-68bf5b0ec96d,"Portland Design Studio, Inc.",2,US,1,2,1,1.0
3e749ccb-9065-499e-8069-8c9c4814f3cc,ST. JUDE MEDICAL PUERTO RICO LLC,2,US,111,51,4,0.036
4295f9b2-7088-4764-9c2f-5f5ef0a6dea2,"INTRALYTIX, INC.",2,US,16,8,9,0.562
4515a294-5404-4270-8796-fd8e9b8105b8,"Activision Publishing, Inc.",2,US,212,228,8,0.038
4662d815-f878-4b5c-8a96-550933ffa919,"Webb Wheel Products, Inc.",2,US,10,14,3,0.3
48cb20b2-a98c-47cc-8a10-2d65b05c6059,Arcam AB,3,SE,72,21,7,0.097
493d6298-4f1a-421d-ac89-f20fca036ca3,"Virginia Innovative Technology, LLC",2,US,3,1,1,0.333
4a97cbe4-ee34-46e3-8191-469ff68e1f4f,CARL ZEISS VISION INC.,2,US,66,67,1,0.015
4e023fa0-27da-4469-aba2-68e2d6c3ee6e,Abbott Cardiovascular Systems Inc.,2,US,1088,577,15,0.014
4e051ba4-4d30-4c50-bd43-3d041da00e1a,"AMO WaveFront Sciences, LLC",2,US,59,29,16,0.271
52f89c90-8f4f-48a1-aac5-4e8309606f51,"YAHOO HOLDINGS, INC.",2,US,2464,2516,1,0.0
55b1cf75-ab08-43d5-8b56-e9f89402bfa9,"Pacific Star Communications, Inc.",2,US,64,69,7,0.109
56877cfb-213e-41f6-8ba2-a0bb2d52ee3d,CBS Interactive Inc.,2,US,128,160,17,0.133
570d4881-0bba-434f-b2ac-c113c10a9c23,"Chicco USA, Inc.",2,US,4,2,3,0.75
5b619d67-da76-4928-b641-736556a36f03,Siemens Healthcare Diagnostics Inc.,2,US,516,555,4,0.008
61fc5329-dbb5-4cb8-b1e8-e81f6267102a,"The Curotto-Can, LLC",2,US,21,6,9,0.429
625a0d79-a334-475e-8616-74d311ae3e9c,"Forage Genetics, Inc.",2,US,3,6,2,0.667
7062757f-43f8-4b29-a789-8a094911aa90,University of Southern California,2,US,1315,1474,2,0.002
720dde99-3048-4974-bee5-c241303478c8,OTV SA,3,FR,52,76,3,0.058
749eba3c-0003-44c7-83c7-f1180e6a64da,HOYA CORPORATION,3,JP,2279,1235,16,0.007
780c0fb8-670d-45df-a7dd-dd4041ac6d57,"Automated Tracking Solutions, LLC",2,US,11,2,4,0.364
78b0b667-5172-4fa1-a141-f91c3192a696,"Innovations Holdings, L.L.C.",2,US,8,5,5,0.625
7a2859fd-225e-42da-8689-06cb9966b600,Lindam Limited,3,GB,2,1,2,1.0
7c42c45f-519a-4dfb-bdf5-6fc3aa57a55d,"Intelligent Hospital Systems, Inc.",3,unknown,12,8,11,0.917
7fa433ea-1f6a-4e5f-8514-ff5fb40436a6,"TargeGen, Inc.",2,US,13,19,3,0.231
8340dc00-d3ec-4fa2-aa43-e9125e46b16d,KYOTO UNIVERSITY,3,JP,591,1286,1,0.002
83ec5d66-24e2-4e36-8086-cb6e279b5f4f,"Palamida, Inc.",2,US,3,4,3,1.0
84e2b7d2-2ca4-4215-94d4-a23dc133e5ca,"UROPLASTY, LLC",2,US,9,13,2,0.222
84f0b2b5-1a48-4545-be04-474db3b68744,"Morpho Detection, LLC",2,US,125,132,5,0.04
8517869e-bcc4-4a69-9c01-a9864aecd6cc,Christopher J. Vitito,4,US,1,1,1,1.0
89d5c6b5-605c-40a6-a268-57cf84e70b6c,Phasein AB,3,SE,2,2,1,0.5
8b540692-aa6c-47fc-a655-3d68f2dd4902,"Rapiscan Systems, Inc.",2,US,230,120,21,0.091
8c648efa-56c6-41e4-9709-8fd6575cd005,Coviden LP,2,US,22,58,2,0.091
8ebfc1f7-6eed-4cce-85b9-055b63b4ddd2,"Videoiq, Inc.",2,US,11,6,9,0.818
8fa32905-14b5-48a0-98e5-ebf400a42058,Sensimetrics Corporation,2,US,9,9,1,0.111
8fe22856-6b6e-441b-8ccc-d6d2d9c2c228,"Zonaire Medical Systems, Inc.",2,US,2,14,2,1.0
903db290-d70d-4ad3-b412-c6f706128082,MedMira Inc.,3,CA,8,6,6,0.75
92a636d9-70bf-4329-b8df-583ebf2431dc,"Kalypto Medical, Inc.",2,US,11,11,5,0.455
93d04b70-1917-4733-b105-c767df0bc30d,"Roche Diagnostices Operations, Inc.",2,US,1,2,1,1.0
997eb48d-635d-4789-80d9-5aa2c0c4ea00,Christie Digital Systems Canada Inc.,3,CA,2,4,1,0.5
9b175d75-45fa-4153-87b5-ed4886188444,ABBOTT DIABETES CARE INC.,2,US,972,268,158,0.163
9bc0495e-8efe-48a4-a4db-c3863fea260d,"Nintendo Co., Ltd.",3,JP,2398,1308,43,0.018
9e5313b6-1d2d-4469-a0e0-b5485bf808b4,"Cynosure, LLC",2,US,56,45,7,0.125
9ea19610-b58d-48a2-8ae6-62e3f3caa715,"Applied Biosystems, LLC",2,US,518,423,1,0.002
9f9f23c6-3bb4-47b9-b4f6-0a4ced23e0d2,Microsens Biophage Limited,3,GB,3,3,1,0.333
a35c12d4-19a7-4179-8841-a21a7a101970,"Marco Industries, Inc.",2,US,30,27,5,0.167
a485ea4f-21d2-4772-a946-2a2253370e08,"Sonos, Inc.",2,US,981,263,112,0.114
a794a19f-2af8-4078-8d36-0de4ce6b7ed9,Stryker Endoscopy,2,US,6,8,1,0.167
aa81b8ef-7270-4b62-b061-5da2c42cc76b,Integrien Corporation,2,US,6,2,6,1.0
ac746212-77c2-414d-a325-892c689ee94d,FKI Security Products,2,US,2,4,2,1.0
aec30be2-162e-4ce1-b07c-3c190cf122be,Oxford Biosensors Ltd.,3,GB,6,14,1,0.167
b2de26b5-026b-4712-ab70-ced1c4bb425b,United States of America as represented by the Secretary of the Air Force,6,US,4366,4860,5,0.001
b7ade323-c514-4f62-900f-5d79ccbb4c8a,Celltech R&D Limited,3,GB,110,150,1,0.009
b7cedc2d-da8c-4265-932d-3f8a8fe20e01,Innovation Lab GmbH,3,DE,132,144,3,0.023
b8bdc141-35e0-431a-8fd5-4eaac7735f29,"DFine, Inc.",2,US,76,19,23,0.303
bd0aae09-0c5e-463f-a488-68b1653fd506,"Canfield Scientific, Incorporated",2,US,16,23,3,0.188
bdebed93-d466-4ed6-912f-ee9d8bd46a58,SAFAS CORPORATION,2,US,8,2,2,0.25
c0757680-40b1-4338-9f5c-b6432ae41e76,The Jackson Laboratory,2,US,104,132,2,0.019
c1b194e7-26f3-411a-8b07-650a1ed11fc5,"Emerson Network Power, Energy Systems, North America, Inc.",2,US,44,39,10,0.227
c24f892b-a202-4677-9f90-3b8f9d87159c,"CoMc, LLC",2,US,15,10,3,0.2
c622f4bc-deab-4e50-9c03-59198af4b26b,"ANGIOSCORE, INC.",2,US,30,15,1,0.033
c6c46c75-a4cd-494d-838d-eb6274abbc2e,"Orthovita, Inc.",2,US,54,44,3,0.056
d41b3465-0338-4d56-862a-fee7f466d941,"Endovasculor Technologies, Inc.",2,US,1,3,1,1.0
d64545d6-6e4c-4927-b93f-d8250d100f00,"Pivit Hitch, Inc.",2,US,4,3,1,0.25
d788dd5b-e9fa-4d28-aaab-633ea2cbe756,Intermec Scanner Technology Center,3,FR,1,1,1,1.0
dd5c5ddd-6f1f-431c-a1b2-1ca31199f687,"Cambridge Viscosity, Inc.",2,US,3,8,3,1.0
dd6cd9b9-c672-4b33-9219-593f2d6d79ac,RUBICOR MEDICAL. INC.,2,US,32,14,1,0.031
de6b86c2-2174-4a9b-b517-3f3d57125d3f,Hunt Technology Limited,3,GB,99,82,2,0.02
e6a71f19-e6ba-4b8c-b433-e69a5c7618de,"Cancer Genetics, Inc.",2,US,10,5,7,0.7
f0f0f3db-a4db-4514-8323-d616ebb50ff8,"OSMETECH TECHNOLOGY, INC.",2,US,30,38,3,0.1
f372a7e1-cf7f-41bd-af00-342448347250,Wyeth LLC,2,US,1439,1667,12,0.008
f566f489-1214-4a04-85eb-a13d073b9eee,"UCB, Inc.",2,US,103,209,2,0.019
f6291c3d-c9cf-4e1d-a7c1-b9bb5472514e,Metallect Corporation,2,US,1,2,1,1.0
